strain	replicon	data_type	ext	clust_type	clust_num	cluster_size	ind_clust_size	rep_type	taxon
NBC_00984	CP108735_linear_left	ONT	6	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00984	CP108735_linear_right	ONT	7	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00984	CP108736_linear_left	Illumina	21	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00984	CP108736_linear_right	Illumina	21	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00984	CP108736_linear_left	ONT	18	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00984	CP108736_linear_right	ONT	18	H	224	36	12	plasmid	['Streptomyces sp. NBC_00984']
NBC_00986	CP108733_linear_left	Illumina	11	H	240	8	4	chromosome	['Streptomyces sp. NBC_00986']
NBC_00986	CP108733_linear_right	Illumina	11	H	240	8	4	chromosome	['Streptomyces sp. NBC_00986']
NBC_00986	CP108733_linear_left	ONT	3	H	240	8	4	chromosome	['Streptomyces sp. NBC_00986']
NBC_00986	CP108733_linear_right	ONT	3	H	240	8	4	chromosome	['Streptomyces sp. NBC_00986']
NBC_00987	CP108731_linear_left	Illumina	13	H	161	76	30	chromosome	['Streptomyces sp. NBC_00987']
NBC_00987	CP108731_linear_right	Illumina	13	H	161	76	30	chromosome	['Streptomyces sp. NBC_00987']
NBC_00987	CP108731_linear_left	ONT	20	H	161	76	30	chromosome	['Streptomyces sp. NBC_00987']
NBC_00987	CP108731_linear_right	ONT	12	H	161	76	30	chromosome	['Streptomyces sp. NBC_00987']
NBC_00987	CP108732_linear_left	Illumina	13	H	161	76	30	plasmid	['Streptomyces sp. NBC_00987']
NBC_00987	CP108732_linear_right	Illumina	13	H	161	76	30	plasmid	['Streptomyces sp. NBC_00987']
NBC_00987	CP108732_linear_left	ONT	0	H	161	76	30	plasmid	['Streptomyces sp. NBC_00987']
NBC_00987	CP108732_linear_right	ONT	17	H	161	76	30	plasmid	['Streptomyces sp. NBC_00987']
NBC_00988	CP108730_linear_left	Illumina	96	S	651	1	1	chromosome	['Streptomyces sp. NBC_00988']
NBC_00988	CP108730_linear_right	Illumina	24	H	100	46	22	chromosome	['Streptomyces sp. NBC_00988']
NBC_00988	CP108730_linear_left	ONT	763	S	651	1	1	chromosome	['Streptomyces sp. NBC_00988']
NBC_00988	CP108730_linear_right	ONT	33	H	100	46	22	chromosome	['Streptomyces sp. NBC_00988']
NBC_00989	CP108728_linear_left	Illumina	11	H	326	11	5	chromosome	['Streptomyces sp. NBC_00989']
NBC_00989	CP108728_linear_right	Illumina	11	H	326	11	5	chromosome	['Streptomyces sp. NBC_00989']
NBC_00989	CP108728_linear_left	ONT	0	H	326	11	5	chromosome	['Streptomyces sp. NBC_00989']
NBC_00989	CP108728_linear_right	ONT	0	H	326	11	5	chromosome	['Streptomyces sp. NBC_00989']
NBC_00989	CP108729_linear_left	Illumina	29	H	37	127	46	plasmid	['Streptomyces sp. NBC_00989']
NBC_00989	CP108729_linear_right	Illumina	12	H	37	127	46	plasmid	['Streptomyces sp. NBC_00989']
NBC_00989	CP108729_linear_left	ONT	0	H	37	127	46	plasmid	['Streptomyces sp. NBC_00989']
NBC_00989	CP108729_linear_right	ONT	0	H	37	127	46	plasmid	['Streptomyces sp. NBC_00989']
NBC_00990	CP108726_linear_left	Illumina	9	S	648	4	1	chromosome	['Streptomyces anulatus']
NBC_00990	CP108726_linear_right	Illumina	9	H	648	4	1	chromosome	['Streptomyces anulatus']
NBC_00990	CP108726_linear_left	ONT	833	S	648	4	1	chromosome	['Streptomyces anulatus']
NBC_00990	CP108726_linear_right	ONT	834	H	648	4	1	chromosome	['Streptomyces anulatus']
NBC_00995	CP108724_linear_left	Illumina	29	S	645	5	3	chromosome	['Streptomyces sp. NBC_00995']
NBC_00995	CP108724_linear_right	Illumina	26	H	645	5	3	chromosome	['Streptomyces sp. NBC_00995']
NBC_00995	CP108724_linear_left	ONT	0	S	645	5	3	chromosome	['Streptomyces sp. NBC_00995']
NBC_00995	CP108724_linear_right	ONT	0	H	645	5	3	chromosome	['Streptomyces sp. NBC_00995']
NBC_00995	CP108725_linear_left	Illumina	119	S	646	1	1	extrachromosomal	['Streptomyces sp. NBC_00995']
NBC_00995	CP108725_linear_right	Illumina	119	S	647	1	1	extrachromosomal	['Streptomyces sp. NBC_00995']
NBC_00995	CP108725_linear_left	ONT	896	S	646	1	1	extrachromosomal	['Streptomyces sp. NBC_00995']
NBC_00995	CP108725_linear_right	ONT	3089	S	647	1	1	extrachromosomal	['Streptomyces sp. NBC_00995']
NBC_00996	CP108723_linear_left	Illumina	22	S	644	4	2	chromosome	['Streptomyces sp. NBC_00996']
NBC_00996	CP108723_linear_right	Illumina	22	H	644	4	2	chromosome	['Streptomyces sp. NBC_00996']
NBC_00996	CP108723_linear_left	ONT	5	S	644	4	2	chromosome	['Streptomyces sp. NBC_00996']
NBC_00996	CP108723_linear_right	ONT	5	H	644	4	2	chromosome	['Streptomyces sp. NBC_00996']
NBC_00998	CP108720_linear_left	Illumina	20	H	209	27	13	chromosome	['Streptomyces sp. NBC_00998']
NBC_00998	CP108720_linear_right	Illumina	108	S	641	1	1	chromosome	['Streptomyces sp. NBC_00998']
NBC_00998	CP108720_linear_left	ONT	1	H	209	27	13	chromosome	['Streptomyces sp. NBC_00998']
NBC_00998	CP108720_linear_right	ONT	0	S	641	1	1	chromosome	['Streptomyces sp. NBC_00998']
NBC_00998	CP108721_linear_left	Illumina	118	S	642	1	1	plasmid	['Streptomyces sp. NBC_00998']
NBC_00998	CP108721_linear_right	Illumina	20	H	209	27	13	plasmid	['Streptomyces sp. NBC_00998']
NBC_00998	CP108721_linear_left	ONT	952	S	642	1	1	plasmid	['Streptomyces sp. NBC_00998']
NBC_00998	CP108721_linear_right	ONT	6	H	209	27	13	plasmid	['Streptomyces sp. NBC_00998']
NBC_00998	CP108722_linear_right	Illumina	106	S	643	1	1	extrachromosomal	['Streptomyces sp. NBC_00998']
NBC_00998	CP108722_linear_right	ONT	13017	S	643	1	1	extrachromosomal	['Streptomyces sp. NBC_00998']
NBC_00999	CP108718_linear_left	Illumina	11	H	2	327	116	chromosome	['Streptomyces platensis']
NBC_00999	CP108718_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces platensis']
NBC_00999	CP108718_linear_left	ONT	6	H	2	327	116	chromosome	['Streptomyces platensis']
NBC_00999	CP108718_linear_right	ONT	5	H	2	327	116	chromosome	['Streptomyces platensis']
NBC_00999	CP108719_linear_left	Illumina	13	H	0	42	14	plasmid	['Streptomyces platensis']
NBC_00999	CP108719_linear_right	Illumina	13	H	2	327	116	plasmid	['Streptomyces platensis']
NBC_00999	CP108719_linear_left	ONT	42	H	0	42	14	plasmid	['Streptomyces platensis']
NBC_00999	CP108719_linear_right	ONT	1057	H	2	327	116	plasmid	['Streptomyces platensis']
NBC_01001	CP108711_linear_left	Illumina	142	S	629	1	1	chromosome	['Streptomyces sp. NBC_01001']
NBC_01001	CP108711_linear_right	Illumina	104	S	630	1	1	chromosome	['Streptomyces sp. NBC_01001']
NBC_01001	CP108711_linear_left	ONT	2526	S	629	1	1	chromosome	['Streptomyces sp. NBC_01001']
NBC_01001	CP108711_linear_right	ONT	827	S	630	1	1	chromosome	['Streptomyces sp. NBC_01001']
NBC_01001	CP108712_linear_left	Illumina	109	S	631	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108712_linear_right	Illumina	93	S	632	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108712_linear_left	ONT	4520	S	631	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108712_linear_right	ONT	1813	S	632	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108713_linear_left	Illumina	111	S	633	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108713_linear_right	Illumina	94	S	634	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108713_linear_left	ONT	784	S	633	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108713_linear_right	ONT	714	S	634	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108714_linear_left	Illumina	0	S	635	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108714_linear_right	Illumina	0	H	209	27	13	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108714_linear_left	ONT	0	S	635	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108714_linear_right	ONT	4	H	209	27	13	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108715_linear_left	Illumina	119	S	636	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108715_linear_right	Illumina	117	S	637	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108715_linear_left	ONT	1527	S	636	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108715_linear_right	ONT	1286	S	637	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108716_linear_left	Illumina	107	S	638	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108716_linear_right	Illumina	10	H	296	4	3	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108716_linear_left	ONT	23	S	638	1	1	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108716_linear_right	ONT	1	H	296	4	3	plasmid	['Streptomyces sp. NBC_01001']
NBC_01001	CP108717_linear_left	Illumina	113	S	639	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108717_linear_right	Illumina	121	S	640	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108717_linear_left	ONT	4236	S	639	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01001	CP108717_linear_right	ONT	414	S	640	1	1	extrachromosomal	['Streptomyces sp. NBC_01001']
NBC_01002	CP108709_linear_left	Illumina	21	H	9	77	30	chromosome	['Streptomyces canus']
NBC_01002	CP108709_linear_right	Illumina	21	H	9	77	30	chromosome	['Streptomyces canus']
NBC_01002	CP108709_linear_left	ONT	2	H	9	77	30	chromosome	['Streptomyces canus']
NBC_01002	CP108709_linear_right	ONT	3	H	9	77	30	chromosome	['Streptomyces canus']
NBC_01002	CP108710_linear_left	Illumina	21	H	9	77	30	plasmid	['Streptomyces canus']
NBC_01002	CP108710_linear_right	Illumina	15	H	372	3	2	plasmid	['Streptomyces canus']
NBC_01002	CP108710_linear_left	ONT	2	H	9	77	30	plasmid	['Streptomyces canus']
NBC_01002	CP108710_linear_right	ONT	0	H	372	3	2	plasmid	['Streptomyces canus']
NBC_01003	CP108707_linear_left	Illumina	9	H	342	15	6	chromosome	['Streptomyces sp. NBC_01003']
NBC_01003	CP108707_linear_right	Illumina	9	H	342	15	6	chromosome	['Streptomyces sp. NBC_01003']
NBC_01003	CP108707_linear_left	ONT	0	H	342	15	6	chromosome	['Streptomyces sp. NBC_01003']
NBC_01003	CP108707_linear_right	ONT	42	H	342	15	6	chromosome	['Streptomyces sp. NBC_01003']
NBC_01003	CP108708_linear_left	Illumina	7	H	342	15	6	plasmid	['Streptomyces sp. NBC_01003']
NBC_01003	CP108708_linear_right	Illumina	6	H	342	15	6	plasmid	['Streptomyces sp. NBC_01003']
NBC_01003	CP108708_linear_left	ONT	0	H	342	15	6	plasmid	['Streptomyces sp. NBC_01003']
NBC_01003	CP108708_linear_right	ONT	1	H	342	15	6	plasmid	['Streptomyces sp. NBC_01003']
NBC_01004	CP109059_linear_left	Illumina	22	H	2	327	116	chromosome	['Streptomyces globisporus']
NBC_01004	CP109059_linear_right	Illumina	22	H	2	327	116	chromosome	['Streptomyces globisporus']
NBC_01004	CP109059_linear_left	ONT	0	H	2	327	116	chromosome	['Streptomyces globisporus']
NBC_01004	CP109059_linear_right	ONT	2	H	2	327	116	chromosome	['Streptomyces globisporus']
NBC_01004	CP109060_linear_left	Illumina	21	H	2	327	116	plasmid	['Streptomyces globisporus']
NBC_01004	CP109060_linear_right	Illumina	22	H	2	327	116	plasmid	['Streptomyces globisporus']
NBC_01004	CP109060_linear_left	ONT	2	H	2	327	116	plasmid	['Streptomyces globisporus']
NBC_01004	CP109060_linear_right	ONT	0	H	2	327	116	plasmid	['Streptomyces globisporus']
NBC_01005	CP108703_linear_left	Illumina	17	H	224	36	12	chromosome	['Streptomyces sp. NBC_01005']
NBC_01005	CP108703_linear_right	Illumina	17	H	224	36	12	chromosome	['Streptomyces sp. NBC_01005']
NBC_01005	CP108703_linear_left	ONT	10	H	224	36	12	chromosome	['Streptomyces sp. NBC_01005']
NBC_01005	CP108703_linear_right	ONT	12	H	224	36	12	chromosome	['Streptomyces sp. NBC_01005']
NBC_01005	CP108704_linear_left	Illumina	17	H	224	36	12	plasmid	['Streptomyces sp. NBC_01005']
NBC_01005	CP108704_linear_right	Illumina	16	H	224	36	12	plasmid	['Streptomyces sp. NBC_01005']
NBC_01005	CP108704_linear_left	ONT	10	H	224	36	12	plasmid	['Streptomyces sp. NBC_01005']
NBC_01005	CP108704_linear_right	ONT	5	H	224	36	12	plasmid	['Streptomyces sp. NBC_01005']
NBC_01006	CP108700_linear_left	Illumina	18	H	75	25	13	chromosome	['Streptomyces sp. NBC_01006']
NBC_01006	CP108700_linear_right	Illumina	18	H	235	8	5	chromosome	['Streptomyces sp. NBC_01006']
NBC_01006	CP108700_linear_left	ONT	2	H	75	25	13	chromosome	['Streptomyces sp. NBC_01006']
NBC_01006	CP108700_linear_right	ONT	8	H	235	8	5	chromosome	['Streptomyces sp. NBC_01006']
NBC_01006	CP108701_linear_left	Illumina	18	H	235	8	5	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108701_linear_right	Illumina	18	H	235	8	5	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108701_linear_left	ONT	2	H	235	8	5	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108701_linear_right	ONT	3	H	235	8	5	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108702_linear_left	Illumina	12	H	209	27	13	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108702_linear_right	Illumina	12	H	209	27	13	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108702_linear_left	ONT	9	H	209	27	13	plasmid	['Streptomyces sp. NBC_01006']
NBC_01006	CP108702_linear_right	ONT	11	H	209	27	13	plasmid	['Streptomyces sp. NBC_01006']
NBC_01010	CP108692_linear_left	Illumina	25	H	516	7	3	chromosome	['Streptomyces anulatus']
NBC_01010	CP108692_linear_right	Illumina	7	H	124	39	6	chromosome	['Streptomyces anulatus']
NBC_01010	CP108692_linear_left	ONT	0	H	516	7	3	chromosome	['Streptomyces anulatus']
NBC_01010	CP108692_linear_right	ONT	2	H	124	39	6	chromosome	['Streptomyces anulatus']
NBC_01010	CP108693_linear_left	Illumina	24	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01010	CP108693_linear_right	Illumina	30	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01010	CP108693_linear_left	ONT	0	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01010	CP108693_linear_right	ONT	3	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01010	CP108694_linear_left	Illumina	29	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01010	CP108694_linear_right	Illumina	30	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01010	CP108694_linear_left	ONT	2	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01010	CP108694_linear_right	ONT	1	H	516	7	3	plasmid	['Streptomyces anulatus']
NBC_01011	CP108690_linear_left	Illumina	97	S	623	2	1	chromosome	['Streptomyces phaeochromogenes']
NBC_01011	CP108690_linear_right	Illumina	115	H	623	2	1	chromosome	['Streptomyces phaeochromogenes']
NBC_01011	CP108690_linear_left	ONT	23875	S	623	2	1	chromosome	['Streptomyces phaeochromogenes']
NBC_01011	CP108690_linear_right	ONT	23789	H	623	2	1	chromosome	['Streptomyces phaeochromogenes']
NBC_01011	CP108691_linear_left	Illumina	15	H	11	52	23	plasmid	['Streptomyces phaeochromogenes']
NBC_01011	CP108691_linear_right	Illumina	119	S	624	1	1	plasmid	['Streptomyces phaeochromogenes']
NBC_01011	CP108691_linear_left	ONT	0	H	11	52	23	plasmid	['Streptomyces phaeochromogenes']
NBC_01011	CP108691_linear_right	ONT	13693	S	624	1	1	plasmid	['Streptomyces phaeochromogenes']
NBC_01012	CP108688_linear_left	Illumina	12	H	90	54	24	chromosome	['Streptomyces sp. NBC_01012']
NBC_01012	CP108688_linear_right	Illumina	12	H	90	54	24	chromosome	['Streptomyces sp. NBC_01012']
NBC_01012	CP108688_linear_left	ONT	7	H	90	54	24	chromosome	['Streptomyces sp. NBC_01012']
NBC_01012	CP108688_linear_right	ONT	1	H	90	54	24	chromosome	['Streptomyces sp. NBC_01012']
NBC_01013	CP108687_linear_left	Illumina	13	H	510	44	11	chromosome	['Streptomyces sp. NBC_01013']
NBC_01013	CP108687_linear_right	Illumina	13	H	510	44	11	chromosome	['Streptomyces sp. NBC_01013']
NBC_01013	CP108687_linear_left	ONT	6	H	510	44	11	chromosome	['Streptomyces sp. NBC_01013']
NBC_01013	CP108687_linear_right	ONT	1	H	510	44	11	chromosome	['Streptomyces sp. NBC_01013']
NBC_01014	CP108685_linear_left	Illumina	25	H	2	327	116	chromosome	['Streptomyces sp. NBC_01014']
NBC_01014	CP108685_linear_right	Illumina	25	H	2	327	116	chromosome	['Streptomyces sp. NBC_01014']
NBC_01014	CP108685_linear_left	ONT	1	H	2	327	116	chromosome	['Streptomyces sp. NBC_01014']
NBC_01014	CP108685_linear_right	ONT	2	H	2	327	116	chromosome	['Streptomyces sp. NBC_01014']
NBC_01014	CP108686_linear_left	Illumina	21	H	455	19	12	plasmid	['Streptomyces sp. NBC_01014']
NBC_01014	CP108686_linear_right	Illumina	7	S	620	5	3	plasmid	['Streptomyces sp. NBC_01014']
NBC_01014	CP108686_linear_left	ONT	4	H	455	19	12	plasmid	['Streptomyces sp. NBC_01014']
NBC_01014	CP108686_linear_right	ONT	1	S	620	5	3	plasmid	['Streptomyces sp. NBC_01014']
NBC_01015	CP108684_linear_left	Illumina	31	H	50	43	22	chromosome	['Streptomyces decoyicus']
NBC_01015	CP108684_linear_right	Illumina	29	H	50	43	22	chromosome	['Streptomyces decoyicus']
NBC_01015	CP108684_linear_left	ONT	24	H	50	43	22	chromosome	['Streptomyces decoyicus']
NBC_01015	CP108684_linear_right	ONT	60	H	50	43	22	chromosome	['Streptomyces decoyicus']
NBC_01017	CP108683_linear_left	Illumina	12	H	9	77	30	chromosome	['Streptomyces sp. NBC_01017']
NBC_01017	CP108683_linear_right	Illumina	12	H	9	77	30	chromosome	['Streptomyces sp. NBC_01017']
NBC_01017	CP108683_linear_left	ONT	6	H	9	77	30	chromosome	['Streptomyces sp. NBC_01017']
NBC_01017	CP108683_linear_right	ONT	6	H	9	77	30	chromosome	['Streptomyces sp. NBC_01017']
NBC_01018	CP108682_linear_left	Illumina	52	S	619	2	1	chromosome	['Streptomyces fimicarius']
NBC_01018	CP108682_linear_right	Illumina	52	H	619	2	1	chromosome	['Streptomyces fimicarius']
NBC_01018	CP108682_linear_left	ONT	33	S	619	2	1	chromosome	['Streptomyces fimicarius']
NBC_01018	CP108682_linear_right	ONT	2	H	619	2	1	chromosome	['Streptomyces fimicarius']
NBC_01020	CP108681_linear_left	Illumina	15	H	50	43	22	chromosome	['Streptomyces sp. NBC_01020']
NBC_01020	CP108681_linear_right	Illumina	15	H	50	43	22	chromosome	['Streptomyces sp. NBC_01020']
NBC_01020	CP108681_linear_left	ONT	1109	H	50	43	22	chromosome	['Streptomyces sp. NBC_01020']
NBC_01020	CP108681_linear_right	ONT	1110	H	50	43	22	chromosome	['Streptomyces sp. NBC_01020']
NBC_01021	CP108676_linear_left	Illumina	25	H	50	43	22	chromosome	['Streptomyces prunicolor']
NBC_01021	CP108676_linear_right	Illumina	25	H	50	43	22	chromosome	['Streptomyces prunicolor']
NBC_01021	CP108676_linear_left	ONT	0	H	50	43	22	chromosome	['Streptomyces prunicolor']
NBC_01021	CP108676_linear_right	ONT	0	H	50	43	22	chromosome	['Streptomyces prunicolor']
NBC_01023	CP108671_linear_left	Illumina	0	H	120	20	8	chromosome	['Streptomyces sp. NBC_01023']
NBC_01023	CP108671_linear_right	Illumina	0	H	120	20	8	chromosome	['Streptomyces sp. NBC_01023']
NBC_01023	CP108671_linear_left	ONT	91	H	120	20	8	chromosome	['Streptomyces sp. NBC_01023']
NBC_01023	CP108671_linear_right	ONT	91	H	120	20	8	chromosome	['Streptomyces sp. NBC_01023']
NBC_01023	CP108672_linear_left	Illumina	20	H	50	43	22	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108672_linear_right	Illumina	20	H	50	43	22	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108672_linear_left	ONT	24	H	50	43	22	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108672_linear_right	ONT	24	H	50	43	22	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108673_linear_left	Illumina	121	S	616	1	1	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108673_linear_right	Illumina	121	S	617	1	1	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108673_linear_left	ONT	265	S	616	1	1	plasmid	['Streptomyces sp. NBC_01023']
NBC_01023	CP108673_linear_right	ONT	383	S	617	1	1	plasmid	['Streptomyces sp. NBC_01023']
NBC_01069	CP108670_linear_left	Illumina	12	H	139	33	19	chromosome	['Streptomyces anulatus']
NBC_01069	CP108670_linear_right	Illumina	12	H	139	33	19	chromosome	['Streptomyces anulatus']
NBC_01069	CP108670_linear_left	ONT	4	H	139	33	19	chromosome	['Streptomyces anulatus']
NBC_01069	CP108670_linear_right	ONT	11	H	139	33	19	chromosome	['Streptomyces anulatus']
NBC_01077	CP108669_linear_left	Illumina	84	H	345	3	2	chromosome	['Streptomyces sp. NBC_01077']
NBC_01077	CP108669_linear_right	Illumina	84	H	345	3	2	chromosome	['Streptomyces sp. NBC_01077']
NBC_01077	CP108669_linear_left	ONT	2	H	345	3	2	chromosome	['Streptomyces sp. NBC_01077']
NBC_01077	CP108669_linear_right	ONT	2	H	345	3	2	chromosome	['Streptomyces sp. NBC_01077']
NBC_01078	CP108664_linear_left	Illumina	11	H	510	44	11	chromosome	['Streptomyces globisporus']
NBC_01078	CP108664_linear_right	Illumina	12	H	510	44	11	chromosome	['Streptomyces globisporus']
NBC_01078	CP108664_linear_left	ONT	11	H	510	44	11	chromosome	['Streptomyces globisporus']
NBC_01078	CP108664_linear_right	ONT	5	H	510	44	11	chromosome	['Streptomyces globisporus']
NBC_01078	CP108665_linear_left	Illumina	20	S	615	1	1	plasmid	['Streptomyces globisporus']
NBC_01078	CP108665_linear_right	Illumina	11	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108665_linear_left	ONT	0	S	615	1	1	plasmid	['Streptomyces globisporus']
NBC_01078	CP108665_linear_right	ONT	6	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108666_linear_left	Illumina	8	H	4	93	35	plasmid	['Streptomyces globisporus']
NBC_01078	CP108666_linear_right	Illumina	8	H	4	93	35	plasmid	['Streptomyces globisporus']
NBC_01078	CP108666_linear_left	ONT	0	H	4	93	35	plasmid	['Streptomyces globisporus']
NBC_01078	CP108666_linear_right	ONT	0	H	4	93	35	plasmid	['Streptomyces globisporus']
NBC_01078	CP108667_linear_left	Illumina	12	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108667_linear_right	Illumina	11	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108667_linear_left	ONT	3	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108667_linear_right	ONT	5	H	510	44	11	plasmid	['Streptomyces globisporus']
NBC_01078	CP108668_linear_left	Illumina	13	H	455	19	12	plasmid	['Streptomyces globisporus']
NBC_01078	CP108668_linear_right	Illumina	12	H	455	19	12	plasmid	['Streptomyces globisporus']
NBC_01078	CP108668_linear_left	ONT	4	H	455	19	12	plasmid	['Streptomyces globisporus']
NBC_01078	CP108668_linear_right	ONT	92	H	455	19	12	plasmid	['Streptomyces globisporus']
NBC_01080	CP108661_linear_left	Illumina	12	H	4	93	35	chromosome	['Streptomyces anulatus']
NBC_01080	CP108661_linear_right	Illumina	12	H	4	93	35	chromosome	['Streptomyces anulatus']
NBC_01080	CP108661_linear_left	ONT	11	H	4	93	35	chromosome	['Streptomyces anulatus']
NBC_01080	CP108661_linear_right	ONT	1	H	4	93	35	chromosome	['Streptomyces anulatus']
NBC_01080	CP108662_linear_left	Illumina	13	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01080	CP108662_linear_right	Illumina	12	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01080	CP108662_linear_left	ONT	1	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01080	CP108662_linear_right	ONT	0	H	4	93	35	plasmid	['Streptomyces anulatus']
NBC_01089	CP108660_linear_left	Illumina	11	S	612	2	1	chromosome	['Streptomyces sp. NBC_01089']
NBC_01089	CP108660_linear_right	Illumina	11	H	612	2	1	chromosome	['Streptomyces sp. NBC_01089']
NBC_01089	CP108660_linear_left	ONT	2	S	612	2	1	chromosome	['Streptomyces sp. NBC_01089']
NBC_01089	CP108660_linear_right	ONT	2	H	612	2	1	chromosome	['Streptomyces sp. NBC_01089']
NBC_01092	CP108659_linear_left	Illumina	13	H	100	46	22	chromosome	['Streptomyces sp. NBC_01092']
NBC_01092	CP108659_linear_right	Illumina	13	H	100	46	22	chromosome	['Streptomyces sp. NBC_01092']
NBC_01092	CP108659_linear_left	ONT	3	H	100	46	22	chromosome	['Streptomyces sp. NBC_01092']
NBC_01092	CP108659_linear_right	ONT	3	H	100	46	22	chromosome	['Streptomyces sp. NBC_01092']
NBC_01102	CP108654_linear_left	Illumina	14	H	37	127	46	chromosome	['Streptomyces sp. NBC_01102']
NBC_01102	CP108654_linear_right	Illumina	14	H	37	127	46	chromosome	['Streptomyces sp. NBC_01102']
NBC_01102	CP108654_linear_left	ONT	1	H	37	127	46	chromosome	['Streptomyces sp. NBC_01102']
NBC_01102	CP108654_linear_right	ONT	1	H	37	127	46	chromosome	['Streptomyces sp. NBC_01102']
NBC_01102	CP108655_linear_left	Illumina	12	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108655_linear_right	Illumina	12	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108655_linear_left	ONT	1	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108655_linear_right	ONT	16	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108657_linear_left	Illumina	13	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108657_linear_right	Illumina	13	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108657_linear_left	ONT	3888	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01102	CP108657_linear_right	ONT	16	H	37	127	46	plasmid	['Streptomyces sp. NBC_01102']
NBC_01103	CP108653_linear_left	Illumina	6	H	407	71	21	chromosome	['Streptomyces gougerotii']
NBC_01103	CP108653_linear_right	Illumina	6	H	407	71	21	chromosome	['Streptomyces gougerotii']
NBC_01103	CP108653_linear_left	ONT	22	H	407	71	21	chromosome	['Streptomyces gougerotii']
