strain.x	replicon	clust_type.x	clust_num	cluster_size	ind_clust_size.x	ONT_ext	strain.y	clust_type.y	ind_clust_size.y	Ill_ext	rep_type
NBC_01108	CP108649_linear_right	H	603	2	1	0	NBC_01108	H	1	-120	chromosome
NBC_01110	CP108647_linear_left	H	407	71	21	2	NBC_01110	H	21	-0	chromosome
NBC_01110	CP108647_linear_right	H	407	71	21	2	NBC_01110	H	21	-24	chromosome
NBC_01116	CP108644_linear_left	S	596	1	1	17934	NBC_01116	S	1	-121	chromosome
NBC_01116	CP108644_linear_right	S	597	1	1	1886	NBC_01116	S	1	-119	chromosome
NBC_01116	CP108645_linear_left	S	598	1	1	13810	NBC_01116	S	1	-121	plasmid
NBC_01116	CP108645_linear_right	H	50	43	22	2	NBC_01116	H	22	-24	plasmid
NBC_01124	CP108643_linear_left	H	3	17	9	7	NBC_01124	H	9	-21	chromosome
NBC_01124	CP108643_linear_right	H	3	17	9	7	NBC_01124	H	9	-21	chromosome
NBC_01127	CP108642_linear_left	S	595	2	1	0	NBC_01127	S	1	-0	chromosome
NBC_01127	CP108642_linear_right	H	595	2	1	0	NBC_01127	H	1	-0	chromosome
NBC_01134	CP108640_linear_left	H	139	33	19	3	NBC_01134	H	19	-11	chromosome
NBC_01134	CP108640_linear_right	H	139	33	19	4	NBC_01134	H	19	-11	chromosome
NBC_01134	CP108641_linear_left	H	4	93	35	0	NBC_01134	H	35	-10	plasmid
NBC_01135	CP108638_linear_left	S	594	4	2	55	NBC_01135	S	2	-15	chromosome
NBC_01135	CP108638_linear_right	H	594	4	2	32	NBC_01135	H	2	-0	chromosome
NBC_01135	CP108639_linear_left	H	37	127	46	2	NBC_01135	H	46	-23	plasmid
NBC_01135	CP108639_linear_right	H	37	127	46	0	NBC_01135	H	46	-28	plasmid
NBC_01136	CP108632_linear_left	S	588	2	1	0	NBC_01136	S	1	-0	chromosome
NBC_01136	CP108632_linear_right	H	588	2	1	0	NBC_01136	H	1	-0	chromosome
NBC_01136	CP108633_linear_left	H	37	127	46	2368	NBC_01136	H	46	-12	plasmid
NBC_01136	CP108633_linear_right	H	37	127	46	2368	NBC_01136	H	46	-12	plasmid
NBC_01136	CP108634_linear_left	S	589	4	2	4	NBC_01136	S	2	-13	plasmid
NBC_01136	CP108634_linear_right	H	589	4	2	1351	NBC_01136	H	2	-18	plasmid
NBC_01136	CP108635_linear_left	H	90	54	24	3	NBC_01136	H	24	-11	plasmid
NBC_01136	CP108635_linear_right	H	90	54	24	1	NBC_01136	H	24	-11	plasmid
NBC_01137	CP108627_linear_left	H	31	18	12	214	NBC_01137	H	12	-0	chromosome
NBC_01137	CP108627_linear_right	H	209	27	13	2	NBC_01137	H	13	-0	chromosome
NBC_01137	CP108628_linear_left	H	13	19	8	0	NBC_01137	H	8	-22	plasmid
NBC_01137	CP108628_linear_right	H	13	19	8	16	NBC_01137	H	8	-22	plasmid
NBC_01137	CP108630_linear_left	H	577	3	2	3	NBC_01137	H	2	-15	plasmid
NBC_01137	CP108630_linear_right	H	577	3	2	222	NBC_01137	H	2	-12	plasmid
NBC_01139	CP108625_linear_left	S	581	2	1	0	NBC_01139	S	1	-0	chromosome
NBC_01139	CP108625_linear_right	H	581	2	1	0	NBC_01139	H	1	-0	chromosome
NBC_01147	CP108621_linear_left	H	105	13	7	3	NBC_01147	H	7	-22	chromosome
NBC_01147	CP108621_linear_right	H	105	13	7	3	NBC_01147	H	7	-22	chromosome
NBC_01147	CP108623_linear_left	S	577	3	2	2	NBC_01147	S	2	-19	plasmid
NBC_01147	CP108623_linear_right	S	578	1	1	0	NBC_01147	S	1	-0	plasmid
NBC_01157	CP108616_linear_left	H	89	34	16	6	NBC_01157	H	16	-13	chromosome
NBC_01157	CP108616_linear_right	H	89	34	16	6	NBC_01157	H	16	-13	chromosome
NBC_01157	CP108617_linear_left	H	89	34	16	5	NBC_01157	H	16	-14	plasmid
NBC_01157	CP108617_linear_right	H	89	34	16	4	NBC_01157	H	16	-15	plasmid
NBC_01157	CP108618_linear_left	H	13	19	8	0	NBC_01157	H	8	-13	plasmid
NBC_01157	CP108618_linear_right	H	13	19	8	0	NBC_01157	H	8	-12	plasmid
NBC_01157	CP108619_linear_left	H	539	13	3	0	NBC_01157	H	3	-13	plasmid
NBC_01157	CP108619_linear_right	H	539	13	3	4	NBC_01157	H	3	-12	plasmid
NBC_01157	CP108620_linear_left	H	106	28	14	234	NBC_01157	H	14	-3	plasmid
NBC_01157	CP108620_linear_right	H	106	28	14	2	NBC_01157	H	14	-0	plasmid
NBC_01166	CP108613_linear_left	S	572	2	1	11	NBC_01166	S	1	-111	chromosome
NBC_01166	CP108613_linear_right	H	572	2	1	7	NBC_01166	H	1	-111	chromosome
NBC_01166	CP108614_linear_left	H	4	93	35	13	NBC_01166	H	35	-12	plasmid
NBC_01166	CP108614_linear_right	H	4	93	35	13	NBC_01166	H	35	-12	plasmid
NBC_01167	CP108612_linear_left	S	571	2	2	21233	NBC_01167	S	2	-0	chromosome
NBC_01167	CP108612_linear_right	H	2	327	116	6	NBC_01167	H	116	-12	chromosome
NBC_01168	CP108611_linear_left	H	139	33	19	3	NBC_01168	H	19	-11	chromosome
NBC_01168	CP108611_linear_right	H	139	33	19	3	NBC_01168	H	19	-11	chromosome
NBC_01170	CP108610_linear_left	H	407	71	21	0	NBC_01170	H	21	-12	chromosome
NBC_01170	CP108610_linear_right	H	407	71	21	14	NBC_01170	H	21	-14	chromosome
NBC_01171	CP108609_linear_left	S	570	2	1	3	NBC_01171	S	1	-11	chromosome
NBC_01171	CP108609_linear_right	H	570	2	1	3	NBC_01171	H	1	-11	chromosome
NBC_01174	CP108605_linear_left	H	139	33	19	25	NBC_01174	H	19	-11	chromosome
NBC_01174	CP108605_linear_right	H	139	33	19	25	NBC_01174	H	19	-11	chromosome
NBC_01174	CP108606_linear_left	H	4	93	35	0	NBC_01174	H	35	-0	plasmid
NBC_01174	CP108606_linear_right	H	4	93	35	0	NBC_01174	H	35	-0	plasmid
NBC_01174	CP108608_linear_left	H	4	93	35	2	NBC_01174	H	35	-0	plasmid
NBC_01174	CP108608_linear_right	H	4	93	35	2	NBC_01174	H	35	-0	plasmid
NBC_01175	CP108602_linear_left	H	139	33	19	11	NBC_01175	H	19	-12	chromosome
NBC_01175	CP108602_linear_right	H	139	33	19	27	NBC_01175	H	19	-12	chromosome
NBC_01176	CP108600_linear_left	H	100	46	22	12	NBC_01176	H	22	-13	chromosome
NBC_01176	CP108600_linear_right	H	100	46	22	12	NBC_01176	H	22	-13	chromosome
NBC_01176	CP108601_linear_left	H	37	127	46	144	NBC_01176	H	46	-12	plasmid
NBC_01176	CP108601_linear_right	H	37	127	46	128	NBC_01176	H	46	-26	plasmid
NBC_01177	CP108595_linear_left	S	554	1	1	7358	NBC_01177	S	1	-119	chromosome
NBC_01177	CP108595_linear_right	S	555	1	1	6629	NBC_01177	S	1	-120	chromosome
NBC_01177	CP108598_linear_left	S	560	1	1	7520	NBC_01177	S	1	-119	extrachromosomal
NBC_01177	CP108598_linear_right	S	561	1	1	5802	NBC_01177	S	1	-144	extrachromosomal
NBC_01177	CP108599_linear_left	S	562	1	1	6848	NBC_01177	S	1	-119	extrachromosomal
NBC_01177	CP108599_linear_right	S	563	1	1	0	NBC_01177	S	1	-120	extrachromosomal
NBC_01178	CP108592_linear_left	H	360	5	2	1	NBC_01178	H	2	-13	chromosome
NBC_01178	CP108592_linear_right	H	161	76	30	1	NBC_01178	H	30	-13	chromosome
NBC_01178	CP108593_linear_left	S	553	1	1	0	NBC_01178	S	1	-0	plasmid
NBC_01178	CP108593_linear_right	H	360	5	2	14	NBC_01178	H	2	-13	plasmid
NBC_01178	CP108594_linear_left	H	37	127	46	25	NBC_01178	H	46	-11	plasmid
NBC_01180	CP108591_linear_left	H	18	86	40	13	NBC_01180	H	40	-14	chromosome
NBC_01180	CP108591_linear_right	S	552	1	1	6448	NBC_01180	S	1	-113	chromosome
NBC_01183	CP108589_linear_left	S	549	2	1	8	NBC_01183	S	1	-7	chromosome
NBC_01183	CP108589_linear_right	H	549	2	1	3	NBC_01183	H	1	-7	chromosome
NBC_01184	CP108588_linear_left	H	2	327	116	49	NBC_01184	H	116	-12	chromosome
NBC_01184	CP108588_linear_right	H	2	327	116	25	NBC_01184	H	116	-12	chromosome
NBC_01185	CP108587_linear_left	H	3	17	9	4	NBC_01185	H	9	-13	chromosome
NBC_01185	CP108587_linear_right	H	2	327	116	4	NBC_01185	H	116	-13	chromosome
NBC_01186	CP108585_linear_left	H	546	9	4	2	NBC_01186	H	4	-0	chromosome
NBC_01186	CP108585_linear_right	H	546	9	4	23	NBC_01186	H	4	-0	chromosome
NBC_01186	CP108586_linear_left	H	547	6	3	0	NBC_01186	H	3	-14	plasmid
NBC_01186	CP108586_linear_right	H	547	6	3	3	NBC_01186	H	3	-13	plasmid
NBC_01187	CP108582_linear_left	S	546	9	4	23	NBC_01187	S	4	-0	chromosome
NBC_01187	CP108582_linear_right	H	546	9	4	23	NBC_01187	H	4	-13	chromosome
NBC_01187	CP108583_linear_left	H	436	5	3	3	NBC_01187	H	3	-12	plasmid
NBC_01187	CP108583_linear_right	H	67	10	8	2	NBC_01187	H	8	-12	plasmid
NBC_01190	CP108580_linear_left	S	544	1	1	401	NBC_01190	S	1	-116	chromosome
NBC_01190	CP108580_linear_right	S	545	1	1	2062	NBC_01190	S	1	-15	chromosome
NBC_01191	CP108577_linear_left	H	90	54	24	10963	NBC_01191	H	24	-13	chromosome
NBC_01191	CP108577_linear_right	H	90	54	24	10963	NBC_01191	H	24	-13	chromosome
NBC_01191	CP108578_linear_left	S	542	2	1	0	NBC_01191	S	1	-111	plasmid
NBC_01191	CP108578_linear_right	H	90	54	24	10957	NBC_01191	H	24	-15	plasmid
NBC_01191	CP108579_linear_left	S	543	1	1	0	NBC_01191	S	1	-68	plasmid
NBC_01191	CP108579_linear_right	H	542	2	1	2	NBC_01191	H	1	-113	plasmid
NBC_01194	CP108575_linear_left	H	139	33	19	5	NBC_01194	H	19	-12	chromosome
NBC_01194	CP108575_linear_right	H	139	33	19	5	NBC_01194	H	19	-12	chromosome
NBC_01194	CP108576_linear_left	H	139	33	19	1990	NBC_01194	H	19	-13	plasmid
NBC_01194	CP108576_linear_right	H	139	33	19	1990	NBC_01194	H	19	-13	plasmid
NBC_01195	CP108573_linear_left	S	539	13	3	0	NBC_01195	S	3	-15	chromosome
NBC_01195	CP108573_linear_right	H	539	13	3	0	NBC_01195	H	3	-15	chromosome
NBC_01196	CP108571_linear_left	H	97	47	16	1	NBC_01196	H	16	-13	chromosome
NBC_01196	CP108571_linear_right	H	97	47	16	0	NBC_01196	H	16	-12	chromosome
NBC_01197	CP108569_linear_left	S	534	2	1	0	NBC_01197	S	1	-0	chromosome
NBC_01197	CP108569_linear_right	H	534	2	1	0	NBC_01197	H	1	-0	chromosome
NBC_01198	CP108568_linear_left	H	136	2	2	6	NBC_01198	H	2	-12	chromosome
NBC_01198	CP108568_linear_right	H	84	17	10	21	NBC_01198	H	10	-12	chromosome
NBC_01201	CP108565_linear_left	H	4	93	35	13	NBC_01201	H	35	-12	chromosome
NBC_01201	CP108565_linear_right	S	533	1	1	3602	NBC_01201	S	1	-120	chromosome
NBC_01201	CP108566_linear_left	H	4	93	35	0	NBC_01201	H	35	-11	plasmid
NBC_01201	CP108566_linear_right	H	4	93	35	2	NBC_01201	H	35	-7	plasmid
NBC_01205	CP108558_linear_left	H	32	26	13	0	NBC_01205	H	13	-15	plasmid
NBC_01205	CP108558_linear_right	H	32	26	13	0	NBC_01205	H	13	-12	plasmid
NBC_01205	CP108560_linear_left	S	529	1	1	19770	NBC_01205	S	1	-119	plasmid
NBC_01205	CP108560_linear_right	H	31	18	12	0	NBC_01205	H	12	-16	plasmid
NBC_01207	CP108554_linear_left	S	521	2	1	1926	NBC_01207	S	1	-65	chromosome
NBC_01207	CP108554_linear_right	H	521	2	1	1926	NBC_01207	H	1	-65	chromosome
NBC_01207	CP108555_linear_left	S	522	1	1	0	NBC_01207	S	1	-0	plasmid
NBC_01207	CP108555_linear_right	H	106	28	14	2	NBC_01207	H	14	-14	plasmid
NBC_01208	CP108551_linear_left	S	517	1	1	1519	NBC_01208	S	1	-103	chromosome
NBC_01208	CP108551_linear_right	H	4	93	35	2230	NBC_01208	H	35	-0	chromosome
NBC_01208	CP108553_linear_left	S	520	1	1	0	NBC_01208	S	1	-120	plasmid
NBC_01208	CP108553_linear_right	H	510	44	11	0	NBC_01208	H	11	-0	plasmid
NBC_01210	CP108549_linear_left	H	161	76	30	15	NBC_01210	H	30	-13	chromosome
NBC_01210	CP108549_linear_right	H	161	76	30	15	NBC_01210	H	30	-13	chromosome
NBC_01210	CP108550_linear_left	H	2	327	116	69	NBC_01210	H	116	-14	plasmid
NBC_01210	CP108550_linear_right	H	2	327	116	2	NBC_01210	H	116	-13	plasmid
NBC_01211	CP108546_linear_left	H	510	44	11	2	NBC_01211	H	11	-12	chromosome
NBC_01211	CP108546_linear_right	H	510	44	11	9	NBC_01211	H	11	-11	chromosome
NBC_01211	CP108547_linear_left	H	510	44	11	4	NBC_01211	H	11	-11	plasmid
NBC_01211	CP108547_linear_right	H	510	44	11	3	NBC_01211	H	11	-12	plasmid
NBC_01211	CP108548_linear_left	H	455	19	12	4	NBC_01211	H	12	-12	plasmid
NBC_01211	CP108548_linear_right	H	510	44	11	1430	NBC_01211	H	11	-11	plasmid
NBC_01212	CP108545_linear_left	S	516	7	3	0	NBC_01212	S	3	-0	chromosome
NBC_01212	CP108545_linear_right	H	516	7	3	0	NBC_01212	H	3	-0	chromosome
NBC_01213	CP108541_linear_left	H	4	93	35	13	NBC_01213	H	35	-4	chromosome
NBC_01213	CP108541_linear_right	H	4	93	35	13	NBC_01213	H	35	-0	chromosome
NBC_01213	CP108543_linear_left	H	4	93	35	877	NBC_01213	H	35	-13	plasmid
NBC_01213	CP108543_linear_right	H	4	93	35	874	NBC_01213	H	35	-14	plasmid
NBC_01213	CP108544_linear_left	S	514	1	1	1566	NBC_01213	S	1	-0	extrachromosomal
NBC_01213	CP108544_linear_right	S	515	1	1	416	NBC_01213	S	1	-67	extrachromosomal
NBC_01215	CP108540_linear_left	H	2	327	116	4	NBC_01215	H	116	-11	chromosome
NBC_01215	CP108540_linear_right	H	2	327	116	3	NBC_01215	H	116	-11	chromosome
NBC_01216	CP108677_linear_left	H	2	327	116	28	NBC_01216	H	116	-12	chromosome
NBC_01216	CP108677_linear_right	H	2	327	116	2	NBC_01216	H	116	-11	chromosome
NBC_01216	CP108678_linear_left	H	49	34	14	0	NBC_01216	H	14	-13	plasmid
NBC_01216	CP108678_linear_right	H	49	34	14	0	NBC_01216	H	14	-12	plasmid
NBC_01216	CP108679_linear_left	H	90	54	24	11	NBC_01216	H	24	-11	plasmid
NBC_01216	CP108679_linear_right	S	618	1	1	13	NBC_01216	S	1	-0	plasmid
NBC_01216	CP108680_linear_left	H	2	327	116	7	NBC_01216	H	116	-11	plasmid
NBC_01216	CP108680_linear_right	H	3	17	9	7	NBC_01216	H	9	-11	plasmid
NBC_01217	CP108538_linear_left	H	2	327	116	7	NBC_01217	H	116	-11	chromosome
NBC_01217	CP108538_linear_right	H	2	327	116	7	NBC_01217	H	116	-11	chromosome
NBC_01217	CP108539_linear_left	H	493	2	2	5	NBC_01217	H	2	-0	plasmid
NBC_01217	CP108539_linear_right	H	90	54	24	0	NBC_01217	H	24	-13	plasmid
NBC_01218	CP108536_linear_left	H	97	47	16	7	NBC_01218	H	16	-12	chromosome
NBC_01218	CP108536_linear_right	H	97	47	16	7	NBC_01218	H	16	-12	chromosome
NBC_01218	CP108537_linear_left	H	97	47	16	964	NBC_01218	H	16	-14	plasmid
NBC_01218	CP108537_linear_right	H	97	47	16	966	NBC_01218	H	16	-14	plasmid
NBC_01220	CP108531_linear_left	S	505	1	1	4909	NBC_01220	S	1	-120	chromosome
NBC_01220	CP108531_linear_right	H	2	327	116	1	NBC_01220	H	116	-12	chromosome
NBC_01220	CP108532_linear_left	H	2	327	116	429	NBC_01220	H	116	-13	plasmid
NBC_01220	CP108532_linear_right	H	2	327	116	1	NBC_01220	H	116	-12	plasmid
NBC_01220	CP108534_linear_left	S	508	1	1	1760	NBC_01220	S	1	-138	plasmid
NBC_01220	CP108534_linear_right	S	509	1	1	2119	NBC_01220	S	1	-113	plasmid
NBC_01224	CP108529_linear_left	S	504	4	1	2	NBC_01224	S	1	-98	chromosome
NBC_01224	CP108529_linear_right	H	504	4	1	2	NBC_01224	H	1	-98	chromosome
NBC_01224	CP108530_linear_left	H	504	4	1	2	NBC_01224	H	1	-98	plasmid
NBC_01224	CP108530_linear_right	H	504	4	1	2	NBC_01224	H	1	-98	plasmid
NBC_01228	CP108524_linear_left	H	37	127	46	2	NBC_01228	H	46	-11	chromosome
NBC_01228	CP108524_linear_right	H	37	127	46	2	NBC_01228	H	46	-11	chromosome
NBC_01228	CP108525_linear_left	H	37	127	46	2	NBC_01228	H	46	-13	plasmid
NBC_01228	CP108525_linear_right	H	37	127	46	0	NBC_01228	H	46	-13	plasmid
NBC_01228	CP108526_linear_left	H	37	127	46	15	NBC_01228	H	46	-13	plasmid
NBC_01228	CP108526_linear_right	H	37	127	46	1	NBC_01228	H	46	-15	plasmid
NBC_01230	CP108522_linear_left	H	455	19	12	47	NBC_01230	H	12	-12	chromosome
NBC_01230	CP108522_linear_right	H	455	19	12	5	NBC_01230	H	12	-12	chromosome
NBC_01230	CP108523_linear_left	H	336	10	6	29	NBC_01230	H	6	-12	plasmid
NBC_01230	CP108523_linear_right	H	336	10	6	29	NBC_01230	H	6	-11	plasmid
NBC_01231	CP108521_linear_left	S	500	1	1	7458	NBC_01231	S	1	-0	chromosome
NBC_01231	CP108521_linear_right	S	501	1	1	52	NBC_01231	S	1	-81	chromosome
NBC_01232	CP108518_linear_left	H	106	28	14	93	NBC_01232	H	14	-13	chromosome
NBC_01232	CP108518_linear_right	H	106	28	14	93	NBC_01232	H	14	-13	chromosome
NBC_01232	CP108519_linear_left	S	498	1	1	0	NBC_01232	S	1	-0	plasmid
NBC_01232	CP108519_linear_right	S	499	1	1	996	NBC_01232	S	1	-117	plasmid
NBC_01232	CP108520_linear_left	H	106	28	14	93	NBC_01232	H	14	-14	plasmid
NBC_01232	CP108520_linear_right	H	106	28	14	0	NBC_01232	H	14	-12	plasmid
NBC_01233	CP108514_linear_left	H	90	54	24	7	NBC_01233	H	24	-11	chromosome
NBC_01233	CP108514_linear_right	H	90	54	24	5	NBC_01233	H	24	-11	chromosome
NBC_01233	CP108515_linear_left	S	493	2	2	0	NBC_01233	S	2	-0	plasmid
NBC_01233	CP108515_linear_right	H	90	54	24	1	NBC_01233	H	24	-11	plasmid
NBC_01233	CP108517_linear_left	S	496	1	1	17020	NBC_01233	S	1	-117	plasmid
NBC_01233	CP108517_linear_right	S	497	1	1	19671	NBC_01233	S	1	-83	plasmid
NBC_01235	CP108513_linear_left	H	50	43	22	1	NBC_01235	H	22	-13	chromosome
NBC_01235	CP108513_linear_right	H	50	43	22	21	NBC_01235	H	22	-13	chromosome
NBC_01236	CP108512_linear_left	H	18	86	40	73	NBC_01236	H	40	-17	chromosome
NBC_01236	CP108512_linear_right	H	18	86	40	673	NBC_01236	H	40	-24	chromosome
NBC_01238	CP130722_linear_left	H	416	6	3	8	NBC_01238	H	3	-13	chromosome
NBC_01238	CP130722_linear_right	H	416	6	3	7	NBC_01238	H	3	-13	chromosome
NBC_01238	CP130723_linear_left	H	455	19	12	0	NBC_01238	H	12	-11	plasmid
NBC_01238	CP130723_linear_right	H	455	19	12	0	NBC_01238	H	12	-13	plasmid
NBC_01240	CP108497_linear_left	H	9	77	30	5	NBC_01240	H	30	-14	chromosome
NBC_01240	CP108497_linear_right	H	9	77	30	5	NBC_01240	H	30	-14	chromosome
NBC_01240	CP108499_linear_left	H	455	19	12	1	NBC_01240	H	12	-12	plasmid
NBC_01240	CP108499_linear_right	H	455	19	12	0	NBC_01240	H	12	-11	plasmid
NBC_01241	CP108494_linear_left	S	484	1	1	0	NBC_01241	S	1	-1	chromosome
NBC_01241	CP108494_linear_right	S	485	1	1	0	NBC_01241	S	1	-49	chromosome
NBC_01241	CP108495_linear_left	S	486	1	1	46108	NBC_01241	S	1	-120	plasmid
NBC_01241	CP108495_linear_right	S	487	1	1	1	NBC_01241	S	1	-115	plasmid
NBC_01243	CP108491_linear_left	H	161	76	30	6855	NBC_01243	H	30	-14	chromosome
NBC_01243	CP108492_linear_left	H	161	76	30	5529	NBC_01243	H	30	-13	plasmid
NBC_01243	CP108492_linear_right	H	161	76	30	507	NBC_01243	H	30	-14	plasmid
NBC_01243	CP108493_linear_left	H	161	76	30	1887	NBC_01243	H	30	-12	plasmid
NBC_01243	CP108493_linear_right	H	161	76	30	4	NBC_01243	H	30	-12	plasmid
NBC_01244	CP108488_linear_left	H	75	25	13	0	NBC_01244	H	13	-14	chromosome
NBC_01244	CP108488_linear_right	H	75	25	13	0	NBC_01244	H	13	-11	chromosome
NBC_01244	CP108489_linear_left	H	188	2	2	0	NBC_01244	H	2	-0	plasmid
NBC_01244	CP108489_linear_right	S	481	1	1	1	NBC_01244	S	1	-72	plasmid
NBC_01248	CP108477_linear_left	H	2	327	116	13848	NBC_01248	H	116	-12	chromosome
NBC_01248	CP108477_linear_right	H	2	327	116	13849	NBC_01248	H	116	-12	chromosome
NBC_01248	CP108478_linear_left	S	470	1	1	12837	NBC_01248	S	1	-120	plasmid
NBC_01248	CP108478_linear_right	H	2	327	116	1535	NBC_01248	H	116	-12	plasmid
NBC_01248	CP108479_linear_left	S	471	1	1	0	NBC_01248	S	1	-103	extrachromosomal
NBC_01248	CP108479_linear_right	S	472	1	1	241	NBC_01248	S	1	-129	extrachromosomal
NBC_01248	CP108480_linear_left	S	473	1	1	0	NBC_01248	S	1	-111	extrachromosomal
NBC_01248	CP108480_linear_right	S	474	1	1	41	NBC_01248	S	1	-102	extrachromosomal
NBC_01248	CP108481_linear_left	S	475	1	1	0	NBC_01248	S	1	-118	plasmid
NBC_01248	CP108481_linear_right	S	476	1	1	0	NBC_01248	S	1	-118	plasmid
NBC_01255	CP108474_linear_left	H	37	127	46	0	NBC_01255	H	46	-11	chromosome
NBC_01255	CP108474_linear_right	S	467	1	1	5465	NBC_01255	S	1	-0	chromosome
NBC_01255	CP108475_linear_left	H	37	127	46	5	NBC_01255	H	46	-11	plasmid
NBC_01255	CP108475_linear_right	H	37	127	46	4	NBC_01255	H	46	-11	plasmid
NBC_01256	CP108473_linear_left	H	2	327	116	29	NBC_01256	H	116	-12	chromosome
NBC_01256	CP108473_linear_right	H	2	327	116	2	NBC_01256	H	116	-12	chromosome
NBC_01259	CP108467_linear_left	H	3	17	9	6	NBC_01259	H	9	-21	chromosome
NBC_01259	CP108467_linear_right	H	187	10	3	0	NBC_01259	H	3	-12	chromosome
NBC_01259	CP108468_linear_left	H	187	10	3	0	NBC_01259	H	3	-12	plasmid
NBC_01259	CP108468_linear_right	S	460	1	1	0	NBC_01259	S	1	-0	plasmid
NBC_01259	CP108471_linear_left	S	465	1	1	0	NBC_01259	S	1	-0	extrachromosomal
NBC_01259	CP108471_linear_right	S	466	1	1	609	NBC_01259	S	1	-12	extrachromosomal
NBC_01260	CP108464_linear_left	H	90	54	24	7	NBC_01260	H	24	-12	chromosome
NBC_01260	CP108464_linear_right	H	90	54	24	7	NBC_01260	H	24	-12	chromosome
NBC_01260	CP108465_linear_left	H	90	54	24	86	NBC_01260	H	24	-12	plasmid
NBC_01260	CP108465_linear_right	H	90	54	24	0	NBC_01260	H	24	-12	plasmid
NBC_01260	CP108466_linear_left	S	458	1	1	40	NBC_01260	S	1	-13	plasmid
NBC_01260	CP108466_linear_right	S	459	1	1	357	NBC_01260	S	1	-16	plasmid
NBC_01261	CP108463_linear_left	H	11	52	23	3	NBC_01261	H	23	-14	chromosome
NBC_01261	CP108463_linear_right	H	11	52	23	2	NBC_01261	H	23	-14	chromosome
NBC_01262	CP108462_linear_left	S	457	2	1	8147	NBC_01262	S	1	-11	chromosome
NBC_01262	CP108462_linear_right	H	457	2	1	8147	NBC_01262	H	1	-11	chromosome
NBC_01267	CP108455_linear_left	H	25	50	26	0	NBC_01267	H	26	-12	chromosome
NBC_01267	CP108455_linear_right	H	226	4	2	2	NBC_01267	H	2	-12	chromosome
NBC_01267	CP108456_linear_left	S	455	19	12	5	NBC_01267	S	12	-11	plasmid
NBC_01267	CP108456_linear_right	H	455	19	12	440	NBC_01267	H	12	-12	plasmid
NBC_01267	CP108457_linear_left	H	455	19	12	46	NBC_01267	H	12	-13	plasmid
NBC_01267	CP108457_linear_right	H	399	8	5	4	NBC_01267	H	5	-11	plasmid
NBC_01268	CP108454_linear_left	H	106	28	14	2008	NBC_01268	H	14	-6	chromosome
NBC_01268	CP108454_linear_right	H	53	14	8	903	NBC_01268	H	8	-6	chromosome
NBC_01269	CP108452_linear_left	H	124	39	6	14	NBC_01269	H	6	-14	chromosome
NBC_01269	CP108452_linear_right	H	124	39	6	2	NBC_01269	H	6	-14	chromosome
NBC_01269	CP108453_linear_left	H	4	93	35	0	NBC_01269	H	35	-11	plasmid
NBC_01269	CP108453_linear_right	H	4	93	35	3	NBC_01269	H	35	-12	plasmid
NBC_01270	CP108451_linear_left	H	407	71	21	15	NBC_01270	H	21	-16	chromosome
NBC_01270	CP108451_linear_right	H	407	71	21	0	NBC_01270	H	21	-14	chromosome
NBC_01271	CP108450_linear_left	H	407	71	21	9	NBC_01271	H	21	-15	chromosome
NBC_01271	CP108450_linear_right	H	407	71	21	0	NBC_01271	H	21	-15	chromosome
NBC_01274	CP108447_linear_left	H	407	71	21	14	NBC_01274	H	21	-16	chromosome
NBC_01274	CP108447_linear_right	H	407	71	21	25	NBC_01274	H	21	-16	chromosome
NBC_01276	CP108442_linear_left	H	209	27	13	0	NBC_01276	H	13	-0	chromosome
NBC_01276	CP108442_linear_right	H	31	18	12	3	NBC_01276	H	12	-14	chromosome
NBC_01276	CP108443_linear_left	H	31	18	12	0	NBC_01276	H	12	-15	plasmid
NBC_01276	CP108443_linear_right	H	75	25	13	0	NBC_01276	H	13	-19	plasmid
NBC_01276	CP108444_linear_left	H	235	8	5	6	NBC_01276	H	5	-0	plasmid
NBC_01276	CP108444_linear_right	S	450	1	1	6	NBC_01276	S	1	-38	plasmid
NBC_01276	CP108445_linear_left	H	32	26	13	12	NBC_01276	H	13	-14	plasmid
NBC_01276	CP108445_linear_right	H	32	26	13	658	NBC_01276	H	13	-13	plasmid
NBC_01276	CP108446_linear_left	H	90	54	24	4	NBC_01276	H	24	-11	extrachromosomal
NBC_01276	CP108446_linear_right	H	90	54	24	649	NBC_01276	H	24	-11	extrachromosomal
NBC_01278	CP108439_linear_left	H	32	26	13	54	NBC_01278	H	13	-11	chromosome
NBC_01278	CP108439_linear_right	H	32	26	13	50	NBC_01278	H	13	-0	chromosome
NBC_01278	CP108440_linear_left	H	32	26	13	50	NBC_01278	H	13	-0	plasmid
NBC_01278	CP108440_linear_right	H	32	26	13	47	NBC_01278	H	13	-0	plasmid
NBC_01280	CP108438_linear_left	S	446	1	1	0	NBC_01280	S	1	-0	chromosome
NBC_01280	CP108438_linear_right	S	447	1	1	0	NBC_01280	S	1	-10	chromosome
NBC_01281	CP108435_linear_left	H	12	26	12	10	NBC_01281	H	12	-13	chromosome
NBC_01281	CP108435_linear_right	H	12	26	12	10	NBC_01281	H	12	-13	chromosome
NBC_01281	CP108436_linear_left	H	114	6	3	18	NBC_01281	H	3	-12	plasmid
NBC_01281	CP108436_linear_right	H	114	6	3	18	NBC_01281	H	3	-12	plasmid
