strain_name	accession	taxon	DNA_type	DNA_length	tap_id	tpg_id	intergenic_dist	side	replicon_end	clust_type	clust_num	seq_len	hit_perc	strand	ign1	ign2	cigar	target	cluster_size
NBC_00820	CP108882	['Streptomyces sp. NBC 00820']	chromosome	8106388	PRJNA747871:OIB37_00085	PRJNA747871:OIB37_00090	15	left	CP108882_linear_left	H	139	90	76.7	+	0	0	66M2I11M2I9M4D	CP107916_linear_left	33
NBC_00217	CP108113	['Streptomyces achromogenes']	chromosome	10371570	PRJNA747871:OG399_45540	PRJNA747871:OG399_45535	13	right	CP108113_linear_right	H	139	90	78.9	+	0	0	90M	CP107916_linear_left	33
NBC_00217	CP108113	['Streptomyces achromogenes']	chromosome	10371570	PRJNA747871:OG399_00100	PRJNA747871:OG399_00105	13	left	CP108113_linear_left	H	191	90	78.9	+	0	0	32MD40MI17M	CP108013_linear_right	13
NBC_01372	CP109572	['Streptomyces anthocyanicus']	plasmid	676055	PRJNA747871:OG208_37745	PRJNA747871:OG208_37750	15	left	CP109572_linear_left	H	139	90	74.4	+	0	0	90M	CP107916_linear_left	33
NBC_00391	CP107944	['Streptomyces sp. NBC_00391']	chromosome	10628885	PRJNA747871:OG212_00120	PRJNA747871:OG212_00125	14	left	CP107944_linear_left	H	57	90	75.6	+	0	0	51M2I18MI18M3D	CP107787_linear_right	5
NBC_00080	CP108235	['Streptomyces sp. NBC 00080']	chromosome	9753591	PRJNA747871:OHU34_43410	PRJNA747871:OHU34_43405	14	right	CP108235_linear_right	H	191	90	76.7	+	0	0	46M2I42M2D	CP108013_linear_right	13
NBC_00080	CP108235	['Streptomyces sp. NBC 00080']	chromosome	9753591	PRJNA747871:OHU34_00135	PRJNA747871:OHU34_00140	14	left	CP108235_linear_left	H	191	90	87.8	+	0	0	61MD28MI	CP108013_linear_right	13
NBC_00643	CP130728	['Streptomyces longwoodensis']	chromosome	8517337	PRJNA747871:OG739_36095	PRJNA747871:OG739_36090	13	right	CP130728_linear_right	H	11	90	92.2	+	0	0	90M	CP107733_linear_left	52
NBC_00643	CP130728	['Streptomyces longwoodensis']	chromosome	8517337	PRJNA747871:OG739_00985	PRJNA747871:OG739_00990	13	left	CP130728_linear_left	H	11	90	92.2	+	0	0	90M	CP107733_linear_left	52
NBC_00635	CP130731	['Streptomyces longwoodensis']	chromosome	8517394	PRJNA747871:OG347_36090	PRJNA747871:OG347_36085	13	right	CP130731_linear_right	H	11	90	91.1	+	0	0	I66MI22M2D	CP107733_linear_left	52
NBC_00635	CP130731	['Streptomyces longwoodensis']	chromosome	8517394	PRJNA747871:OG347_00985	PRJNA747871:OG347_00990	13	left	CP130731_linear_left	H	11	90	91.1	+	0	0	I89MD	CP107733_linear_left	52
NBC_00236	CP108100	['Streptomyces sp. NBC_00236']	chromosome	8333111	PRJNA747871:OG446_00305	PRJNA747871:OG446_00300	3	left	CP108100_linear_left	H	2	90	90.0	+	0	0	43MD20MD25M2I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00630	CP107735	['Streptomyces longwoodensis']	chromosome	8069200	PRJNA747871:OG200_35050	PRJNA747871:OG200_35045	13	right	CP107735_linear_right	H	2	90	81.1	+	0	0	8D62MI10M2I10M5I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00630	CP107735	['Streptomyces longwoodensis']	chromosome	8069200	PRJNA747871:OG200_00190	PRJNA747871:OG200_00195	13	left	CP107735_linear_left	H	2	90	82.2	+	0	0	8D71MI11M7I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00538	CP107813	['Streptomyces longwoodensis']	chromosome	8069212	PRJNA747871:OG416_35065	PRJNA747871:OG416_35060	13	right	CP107813_linear_right	H	50	90	77.8	+	0	0	13I51MD26M12D	CP107780_linear_left	43
NBC_00538	CP107813	['Streptomyces longwoodensis']	chromosome	8069212	PRJNA747871:OG416_00190	PRJNA747871:OG416_00195	13	left	CP107813_linear_left	H	50	90	82.2	+	0	0	13I57M2D20M11D	CP107780_linear_left	43
NBC_00731	CP108978	['Streptomyces longwoodensis']	chromosome	8550865	PRJNA747871:OG495_36125	PRJNA747871:OG495_36120	13	right	CP108978_linear_right	H	11	90	90.0	+	0	0	70M2D18M2I	CP107733_linear_left	52
NBC_00731	CP108978	['Streptomyces longwoodensis']	chromosome	8550865	PRJNA747871:OG495_00970	PRJNA747871:OG495_00975	13	left	CP108978_linear_left	H	11	90	90.0	+	0	0	70M2D18M2I	CP107733_linear_left	52
NBC_00642	CP130729	['Streptomyces longwoodensis']	chromosome	8626516	PRJNA747871:OG387_36540	PRJNA747871:OG387_36535	13	right	CP130729_linear_right	H	11	90	92.2	+	0	0	I89MD	CP107733_linear_left	52
NBC_00642	CP130729	['Streptomyces longwoodensis']	chromosome	8626516	PRJNA747871:OG387_00845	PRJNA747871:OG387_00850	13	left	CP130729_linear_left	H	11	90	92.2	+	0	0	I66MI22M2D	CP107733_linear_left	52
NBC_00594	CP107760	['Streptomyces longwoodensis']	chromosome	8439505	PRJNA747871:OG451_35265	PRJNA747871:OG451_35260	13	right	CP107760_linear_right	H	11	90	90.0	+	0	0	I69M2D19MI	CP107733_linear_left	52
NBC_00594	CP107760	['Streptomyces longwoodensis']	chromosome	8439505	PRJNA747871:OG451_00890	PRJNA747871:OG451_00895	13	left	CP107760_linear_left	H	11	90	90.0	+	0	0	I69M2D19MI	CP107733_linear_left	52
NBC_00541	CP107809	['Streptomyces longwoodensis']	chromosome	8574628	PRJNA747871:OHA09_35785	PRJNA747871:OHA09_35780	13	right	CP107809_linear_right	H	11	90	90.0	+	0	0	I69M2D19MI	CP107733_linear_left	52
NBC_00541	CP107809	['Streptomyces longwoodensis']	chromosome	8574628	PRJNA747871:OHA09_01190	PRJNA747871:OHA09_01195	13	left	CP107809_linear_left	H	11	90	90.0	+	0	0	I69M2D19MI	CP107733_linear_left	52
NBC_00735	CP108971	['Streptomyces longwoodensis']	chromosome	8073982	PRJNA747871:OG547_35095	PRJNA747871:OG547_35090	13	right	CP108971_linear_right	H	2	90	88.9	+	0	0	47M4I20MI18M5D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00735	CP108971	['Streptomyces longwoodensis']	chromosome	8073982	PRJNA747871:OG547_00185	PRJNA747871:OG547_00190	13	left	CP108971_linear_left	H	2	90	88.9	+	0	0	47M4I20MI18M5D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00651	CP109034	['Streptomyces longwoodensis']	chromosome	8140478	PRJNA747871:OG529_35590	PRJNA747871:OG529_35585	13	right	CP109034_linear_right	H	50	90	81.1	+	0	0	11I63M3D16M8D	CP107780_linear_left	43
NBC_00651	CP109034	['Streptomyces longwoodensis']	chromosome	8140478	PRJNA747871:OG529_00190	PRJNA747871:OG529_00195	13	left	CP109034_linear_left	H	50	90	82.2	+	0	0	11I58MD21M10D	CP107780_linear_left	43
NBC_01552	CP109375	['[Kitasatospora] papulosa']	chromosome	7766079	PRJNA747871:OH769_34280	PRJNA747871:OH769_34275	15	right	CP109375_linear_right	H	4	90	81.1	+	0	0	11I35MD44M10D	CP002476.1_left CP002476 Streptomyces pratensis ATCC 33331 plasmid pSFLA01, complete sequence.	93
NBC_01552	CP109375	['[Kitasatospora] papulosa']	chromosome	7766079	PRJNA747871:OH769_00340	PRJNA747871:OH769_00345	15	left	CP109375_linear_left	H	4	90	80.0	+	0	0	11I35MD44M10D	CP002476.1_left CP002476 Streptomyces pratensis ATCC 33331 plasmid pSFLA01, complete sequence.	93
NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	10193344	PRJNA747871:OG780_44395	PRJNA747871:OG780_44390	11	right	CP107950_linear_right	H	139	90	72.2	+	0	0	90M	CP107916_linear_left	33
NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	10193344	PRJNA747871:OG780_00045	PRJNA747871:OG780_00050	11	left	CP107950_linear_left	H	139	90	72.2	+	0	0	90M	CP107916_linear_left	33
NBC_01069	CP108670	['Streptomyces anulatus']	chromosome	8984110	PRJNA747871:OG575_38910	PRJNA747871:OG575_38905	12	right	CP108670_linear_right	H	139	90	81.1	+	0	0	43MI34M2I10M3D	CP107916_linear_left	33
NBC_00995	CP108724	['Streptomyces sp. NBC_00995']	chromosome	8201818	PRJNA747871:OG461_36445	PRJNA747871:OG461_36440	14	right	CP108724_linear_right	H	645	90	98.9	+	0	0	59MI30MD	CP108724_linear_left	5
NBC_00995	CP108724	['Streptomyces sp. NBC_00995']	chromosome	8201818	PRJNA747871:OG461_00090	PRJNA747871:OG461_00095	14	left	CP108724_linear_left	S	645	90	*	*	*	*	*	*	5
NBC_01419	CP109515	['Streptomyces anulatus']	chromosome	9038323	PRJNA747871:OG473_39185	PRJNA747871:OG473_39180	15	right	CP109515_linear_right	H	845	90	88.9	+	0	0	D29MD50MI9MI	CP109209_linear_left	4
NBC_01419	CP109515	['Streptomyces anulatus']	chromosome	9038323	PRJNA747871:OG473_00080	PRJNA747871:OG473_00085	15	left	CP109515_linear_left	H	139	90	72.2	+	0	0	12I31M9D35M3D12M	CP107916_linear_left	33
NBC_00728	CP108980	['Streptomyces sp. NBC_00728']	chromosome	9651205	PRJNA747871:OG397_00195	PRJNA747871:OG397_00200	9	left	CP108980_linear_left	H	2	90	92.2	+	0	0	62MI8MI18M2D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00328	CP108013	['Streptomyces sp. NBC_00328']	chromosome	9971452	PRJNA747871:OG485_43755	PRJNA747871:OG485_43750	12	right	CP108013_linear_right	S	191	90	*	*	*	*	*	*	13
NBC_00328	CP108013	['Streptomyces sp. NBC_00328']	chromosome	9971452	PRJNA747871:OG485_00105	PRJNA747871:OG485_00110	12	left	CP108013_linear_left	H	139	90	73.3	+	0	0	73M4I13M4D	CP107916_linear_left	33
NBC_00647	CP109040	['Streptomyces sp. NBC 00647']	chromosome	10660720	PRJNA747871:OG788_46880	PRJNA747871:OG788_46875	11	right	CP109040_linear_right	H	191	90	94.4	+	0	0	61MD28MI	CP108013_linear_right	13
NBC_00647	CP109040	['Streptomyces sp. NBC 00647']	chromosome	10660720	PRJNA747871:OG788_00065	PRJNA747871:OG788_00070	11	left	CP109040_linear_left	H	191	90	94.4	+	0	0	61MD28MI	CP108013_linear_right	13
NBC_01393	CP109546	['Streptomyces sp. NBC_01393']	chromosome	10228639	PRJNA747871:OG699_45175	PRJNA747871:OG699_45170	9	right	CP109546_linear_right	H	191	90	95.6	+	0	0	59MD30MI	CP108013_linear_right	13
NBC_01393	CP109546	['Streptomyces sp. NBC_01393']	chromosome	10228639	PRJNA747871:OG699_00085	PRJNA747871:OG699_00090	9	left	CP109546_linear_left	H	191	90	95.6	+	0	0	59MD30MI	CP108013_linear_right	13
NBC_01401	CP109535	['Streptomyces sp. NBC_01401']	chromosome	8080713	PRJNA747871:OG626_36335	PRJNA747871:OG626_36330	14	right	CP109535_linear_right	H	645	90	72.2	+	0	0	15I19MD56M14D	CP108724_linear_left	5
NBC_01401	CP109535	['Streptomyces sp. NBC_01401']	chromosome	8080713	PRJNA747871:OG626_00070	PRJNA747871:OG626_00075	14	left	CP109535_linear_left	H	139	90	80.0	+	0	0	90M	CP107916_linear_left	33
NBC_00114	CP108201	['Streptomyces sp. NBC 00114']	chromosome	9317281	PRJNA747871:OHA48_42905	PRJNA747871:OHA48_42910	6	right	CP108201_linear_right	H	125	90	74.4	+	0	0	13D23M2I31MI7MI16M9I	CP107902_linear_left	8
NBC_00114	CP108201	['Streptomyces sp. NBC 00114']	chromosome	9317281	PRJNA747871:OHA48_00165	PRJNA747871:OHA48_00160	6	left	CP108201_linear_left	H	125	90	74.4	+	0	0	13D23M2I31MI7MI16M9I	CP107902_linear_left	8
NBC_01396	CP109545	['Streptomyces sp. NBC_01396']	chromosome	10133960	PRJNA747871:OG476_46330	PRJNA747871:OG476_46335	6	right	CP109545_linear_right	H	125	90	83.3	+	0	0	14D6MI21MI49M12I	CP107902_linear_left	8
NBC_01396	CP109545	['Streptomyces sp. NBC_01396']	chromosome	10133960	PRJNA747871:OG476_00385	PRJNA747871:OG476_00380	6	left	CP109545_linear_left	H	125	90	82.2	+	0	0	14D6MI21MI49M12I	CP107902_linear_left	8
NBC_00461	CP107902	['Streptomyces sp. NBC 00461']	chromosome	10374860	PRJNA747871:OG870_47540	PRJNA747871:OG870_47545	6	right	CP107902_linear_right	H	125	90	100.0	+	0	0	=	CP107902_linear_left	8
NBC_00461	CP107902	['Streptomyces sp. NBC 00461']	chromosome	10374860	PRJNA747871:OG870_00385	PRJNA747871:OG870_00380	6	left	CP107902_linear_left	S	125	90	*	*	*	*	*	*	8
NBC_00990	CP108726	['Streptomyces anulatus']	chromosome	9076472	PRJNA747871:OG536_38525	PRJNA747871:OG536_38520	15	right	CP108726_linear_right	H	648	90	100.0	+	0	0	=	CP108726_linear_left	4
NBC_01538	CP109391	['Streptomyces sp. NBC_01538']	chromosome	10306119	PRJNA747871:OG750_44840	PRJNA747871:OG750_44845	6	right	CP109391_linear_right	H	125	90	82.2	+	0	0	7D21M3I30MI32M3I	CP107902_linear_left	8
NBC_01538	CP109391	['Streptomyces sp. NBC_01538']	chromosome	10306119	PRJNA747871:OG750_00460	PRJNA747871:OG750_00455	6	left	CP109391_linear_left	H	125	90	82.2	+	0	0	7D21M3I30MI32M3I	CP107902_linear_left	8
NBC_01346	CP108360	['Streptomyces microflavus']	chromosome	8434431	PRJNA747871:OG227_37685	PRJNA747871:OG227_37680	12	right	CP108360_linear_right	H	394	90	100.0	+	0	0	=	CP108360_linear_left	7
NBC_01346	CP108360	['Streptomyces microflavus']	chromosome	8434431	PRJNA747871:OG227_00150	PRJNA747871:OG227_00155	12	left	CP108360_linear_left	S	394	90	*	*	*	*	*	*	7
NBC_01168	CP108611	['Streptomyces microflavus']	chromosome	8830571	PRJNA747871:OG721_38805	PRJNA747871:OG721_38800	12	right	CP108611_linear_right	H	139	90	81.1	+	0	0	78M2I10M2D	CP107916_linear_left	33
NBC_01168	CP108611	['Streptomyces microflavus']	chromosome	8830571	PRJNA747871:OG721_00295	PRJNA747871:OG721_00300	12	left	CP108611_linear_left	H	139	90	81.1	+	0	0	78M2I10M2D	CP107916_linear_left	33
NBC_01134	CP108640	['Streptomyces anulatus']	chromosome	9476833	PRJNA747871:OG238_41250	PRJNA747871:OG238_41245	15	right	CP108640_linear_right	H	139	90	77.8	+	0	0	90M	CP107916_linear_left	33
NBC_01134	CP108640	['Streptomyces anulatus']	chromosome	9476833	PRJNA747871:OG238_00280	PRJNA747871:OG238_00285	15	left	CP108640_linear_left	H	139	90	77.8	+	0	0	90M	CP107916_linear_left	33
NBC_01437	CP109490	['Streptomyces anulatus']	chromosome	9054077	PRJNA747871:OG540_39425	PRJNA747871:OG540_39420	15	right	CP109490_linear_right	H	993	90	100.0	+	0	0	=	CP109490_linear_left	4
NBC_01437	CP109490	['Streptomyces anulatus']	chromosome	9054077	PRJNA747871:OG540_00190	PRJNA747871:OG540_00195	15	left	CP109490_linear_left	S	993	90	*	*	*	*	*	*	4
NBC_01436	CP109491	['Streptomyces anulatus']	chromosome	9054117	PRJNA747871:OG367_39430	PRJNA747871:OG367_39425	15	right	CP109491_linear_right	H	993	90	97.8	+	0	0	2D88M2I	CP109490_linear_left	4
NBC_01436	CP109491	['Streptomyces anulatus']	chromosome	9054117	PRJNA747871:OG367_00190	PRJNA747871:OG367_00195	15	left	CP109491_linear_left	H	993	90	97.8	+	0	0	2D88M2I	CP109490_linear_left	4
NBC_01338	CP108367	['Streptomyces cyaneofuscatus']	chromosome	8429929	PRJNA747871:OG366_36950	PRJNA747871:OG366_36945	12	right	CP108367_linear_right	H	139	90	76.7	+	0	0	36M2I24MI27M3D	CP107916_linear_left	33
NBC_01338	CP108367	['Streptomyces cyaneofuscatus']	chromosome	8429929	PRJNA747871:OG366_00210	PRJNA747871:OG366_00215	12	left	CP108367_linear_left	H	139	90	76.7	+	0	0	36M2I24MI27M3D	CP107916_linear_left	33
NBC_00872	CP108807	['Streptomyces sp. NBC_00872']	plasmid	97690	PRJNA747871:OG214_38330	PRJNA747871:OG214_38335	3	right	CP108807_linear_right	H	2	90	84.4	+	0	0	10D35MI45M9I	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_00370	CP107968	['Streptomyces sp. NBC 00370']	chromosome	8601509	PRJNA747871:OHS57_35870	PRJNA747871:OHS57_35875	3	right	CP107968_linear_right	H	2	90	91.1	+	0	0	D44MI25MI19MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01497	CP109427	['Streptomyces sp. NBC_01497']	chromosome	8552978	PRJNA747871:OG310_01975	PRJNA747871:OG310_01970	3	left	CP109427_linear_left	H	2	90	81.1	+	0	0	71MI18MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01788	CP109090	['Streptomyces sp. NBC 01788']	chromosome	8269445	PRJNA747871:OIE49_36900	PRJNA747871:OIE49_36905	6	right	CP109090_linear_right	H	66	90	82.2	+	0	0	59MD16MD13M2I	CP107797_linear_left	23
NBC_01788	CP109090	['Streptomyces sp. NBC 01788']	chromosome	8269445	PRJNA747871:OIE49_00115	PRJNA747871:OIE49_00110	6	left	CP109090_linear_left	H	66	90	83.3	+	0	0	59MD16MD13M2I	CP107797_linear_left	23
NBC_00633	CP107732	['Streptomyces canus']	plasmid	139613	PRJNA747871:OHB22_49415	PRJNA747871:OHB22_49410	6	left	CP107732_linear_left	H	0	90	90.0	+	0	0	90M	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00161	CP108159	['Streptomyces sp. NBC 00161']	plasmid	88918	PRJNA747871:OG851_43385	PRJNA747871:OG851_43390	3	right	CP108159_linear_right	H	0	90	76.7	+	0	0	36MD23MD29M2I	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00334	CP108009	['Streptomyces sp. NBC 00334']	plasmid	285122	PRJNA747871:OHB16_36400	PRJNA747871:OHB16_36395	6	left	CP108009_linear_left	H	0	90	76.7	+	0	0	12I30MI47M13D	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_01002	CP108710	['Streptomyces canus']	plasmid	388376	PRJNA747871:OG426_54665	PRJNA747871:OG426_54660	6	left	CP108710_linear_left	H	9	90	80.0	+	0	0	10D80M10I	CP107730_linear_left	77
NBC_00343	CP107998	['Streptomyces sp. NBC 00343']	chromosome	10725031	PRJNA747871:OHA62_47695	PRJNA747871:OHA62_47700	9	right	CP107998_linear_right	H	57	90	76.7	+	0	0	7I41MD27M2D15M4D	CP107787_linear_right	5
NBC_00343	CP107998	['Streptomyces sp. NBC 00343']	chromosome	10725031	PRJNA747871:OHA62_00220	PRJNA747871:OHA62_00215	9	left	CP107998_linear_left	H	57	90	76.7	+	0	0	7I41MD27M2D15M4D	CP107787_linear_right	5
NBC_00909	CP108770	['Streptomyces goshikiensis']	plasmid	207239	PRJNA747871:OG590_39140	PRJNA747871:OG590_39145	3	right	CP108770_linear_right	H	105	90	75.6	+	0	0	8I34MI47M9D	CP107872_linear_left	13
NBC_00887	CP108789	['Streptomyces sp. NBC 00887']	plasmid	152074	PRJNA747871:OG844_45615	PRJNA747871:OG844_45610	3	left	CP108789_linear_left	H	0	90	87.8	+	0	0	90M	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_01451	CP109479	['Streptomyces sp. NBC_01451']	chromosome	10266650	PRJNA747871:OG595_45050	PRJNA747871:OG595_45055	6	right	CP109479_linear_right	H	912	90	75.6	+	0	0	41MI16M6D27M5I	CP109334_linear_left	6
NBC_01451	CP109479	['Streptomyces sp. NBC_01451']	chromosome	10266650	PRJNA747871:OG595_00175	PRJNA747871:OG595_00170	6	left	CP109479_linear_left	H	912	90	75.6	+	0	0	41MI16M6D27M5I	CP109334_linear_left	6
NBC_00827	CP108872	['Streptomyces sp. NBC_00827']	chromosome	9465861	PRJNA747871:OG569_42690	PRJNA747871:OG569_42695	9	right	CP108872_linear_right	H	128	90	73.3	+	0	0	5D14MD24M2I35M3D8M7I	CP107906_linear_left	6
NBC_00459	CP107903	['Streptomyces sp. NBC 00459']	chromosome	9763010	PRJNA747871:OHN74_00185	PRJNA747871:OHN74_00180	3	left	CP107903_linear_left	H	2	90	83.3	+	0	0	71MI18MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01658	CP109246	['Streptomyces albidoflavus']	plasmid	228033	PRJNA747871:OH717_33870	PRJNA747871:OH717_33875	6	right	CP109246_linear_right	H	2	90	72.2	+	0	0	43MI15M3I28M4D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01324	CP108386	['Streptomyces sp. NBC_01324']	plasmid	202860	PRJNA747871:OG384_36835	PRJNA747871:OG384_36840	3	right	CP108386_linear_right	H	97	90	72.2	+	0	0	10I80M10D	CP107857_linear_left	47
NBC_00557	CP107797	['Streptomyces sp. NBC 00557']	plasmid	342739	PRJNA747871:OG956_38970	PRJNA747871:OG956_38965	6	left	CP107797_linear_left	S	66	90	*	*	*	*	*	*	23
NBC_01658	CP109248	['Streptomyces albidoflavus']	plasmid	62008	PRJNA747871:OH717_34580	PRJNA747871:OH717_34585	6	right	CP109248_linear_right	H	2	90	72.2	+	0	0	43MI15M3I28M4D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01586	CP109334	['Streptomyces decoyicus']	chromosome	9436709	PRJNA747871:OG945_01025	PRJNA747871:OG945_01020	9	left	CP109334_linear_left	S	912	90	*	*	*	*	*	*	6
NBC_00456	CP107906	['Streptomyces violaceus']	chromosome	9449196	PRJNA747871:OHB29_00125	PRJNA747871:OHB29_00120	9	left	CP107906_linear_left	S	128	90	*	*	*	*	*	*	6
NBC_01584	CP109339	['Streptomyces decoyicus']	chromosome	9132955	PRJNA747871:OH780_38855	PRJNA747871:OH780_38860	9	right	CP109339_linear_right	H	2	90	84.4	+	0	0	66M2I22M2D	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01508	CP109420	['Streptomyces sp. NBC_01508']	plasmid	70577	PRJNA747871:OG700_36885	PRJNA747871:OG700_36880	3	left	CP109420_linear_left	H	0	90	87.8	+	0	0	68MI21MD	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00322	CP108019	['Streptomyces sp. NBC 00322']	chromosome	8572109	PRJNA747871:OG905_38910	PRJNA747871:OG905_38915	3	right	CP108019_linear_right	H	9	90	74.4	+	0	0	D89MI	CP107730_linear_left	77
NBC_00322	CP108019	['Streptomyces sp. NBC 00322']	chromosome	8572109	PRJNA747871:OG905_00075	PRJNA747871:OG905_00070	3	left	CP108019_linear_left	H	9	90	76.7	+	0	0	D89MI	CP107730_linear_left	77
NBC_00040	CP108288	['Streptomyces sp. NBC_00040']	plasmid	79053	PRJNA747871:OG374_40130	PRJNA747871:OG374_40125	3	left	CP108288_linear_left	H	296	90	91.1	+	0	0	I89MD	CP108193_linear_right	4
NBC_01723	CP109171	['Streptomyces sp. NBC 01723']	chromosome	8762255	PRJNA747871:OIE75_40710	PRJNA747871:OIE75_40715	6	right	CP109171_linear_right	H	2	90	88.9	+	0	0	90M	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01723	CP109171	['Streptomyces sp. NBC 01723']	chromosome	8762255	PRJNA747871:OIE75_00045	PRJNA747871:OIE75_00040	6	left	CP109171_linear_left	H	2	90	88.9	+	0	0	36MI53MD	AF038453.1 AF038453 Streptomyces coelicolor strain A3(2) chromosome terminus.	327
NBC_01456	CP109457	['Streptomyces sp. NBC 01456']	plasmid	62115	PRJNA747871:OIU91_42840	PRJNA747871:OIU91_42835	3	left	CP109457_linear_left	H	399	90	77.8	+	0	0	13I7M2D70M11D	CP108371_linear_left	8
NBC_01454	CP109463	['Streptomyces sp. NBC 01454']	plasmid	62906	PRJNA747871:OIU81_42085	PRJNA747871:OIU81_42090	3	right	CP109463_linear_right	H	399	90	80.0	+	0	0	2I13M8I67M10D	CP108371_linear_left	8
NBC_00122	CP108193	['Streptomyces sp. NBC_00122']	plasmid	70846	PRJNA747871:OG737_35295	PRJNA747871:OG737_35300	3	right	CP108193_linear_right	S	296	90	*	*	*	*	*	*	4
NBC_01176	CP108601	['Streptomyces sp. NBC_01176']	plasmid	502400	PRJNA747871:OG199_45505	PRJNA747871:OG199_45510	4	right	CP108601_linear_right	H	37	90	76.7	+	0	0	63MI26MD	CP107763_linear_left	127
NBC_01243	CP108492	['Streptomyces sp. NBC_01243']	plasmid	868851	PRJNA747871:OG348_42550	PRJNA747871:OG348_42545	198	left	CP108492_linear_left	H	161	90	94.4	+	0	0	90M	CP107960_linear_left	76
NBC_01768	CP109117	['Streptomyces sp. NBC 01768']	plasmid	111634	PRJNA747871:OG902_46555	PRJNA747871:OG902_46550	6	left	CP109117_linear_left	H	0	90	88.9	+	0	0	90M	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00999	CP108719	['Streptomyces platensis']	plasmid	65424	PRJNA747871:OG962_37265	PRJNA747871:OG962_37260	3	left	CP108719_linear_left	H	0	90	90.0	+	0	0	90M	AB088224_left AB088224 Streptomyces rochei plasmid pSLA2-L DNA, complete sequence.	42
NBC_00882	CP108797	['Streptomyces sp. NBC 00882']	chromosome	10957798	PRJNA747871:OG806_49710	PRJNA747871:OG806_49715	9	right	CP108797_linear_right	H	128	90	81.1	+	0	0	36MI38M3D13M2I	CP107906_linear_left	6
NBC_00882	CP108797	['Streptomyces sp. NBC 00882']	chromosome	10957798	PRJNA747871:OG806_00235	PRJNA747871:OG806_00230	9	left	CP108797_linear_left	H	128	90	74.4	+	0	0	75M3D12M3I	CP107906_linear_left	6
NBC_00156	CP108164	['Streptomyces achromogenes']	chromosome	8525584	PRJNA747871:OG350_00805	PRJNA747871:OG350_00800	6	left	CP108164_linear_left	H	111	90	80.0	+	0	0	55MD34MI	CP107883_linear_left	12
NBC_00573	CP107782	['Streptomyces platensis']	chromosome	8806723	PRJNA747871:OG424_37495	PRJNA747871:OG424_37500	9	right	CP107782_linear_right	H	11	90	76.7	+	0	0	45M5D25M2D13M7I	CP107733_linear_left	52
NBC_00715	CP108990	['Streptomyces sp. NBC 00715']	chromosome	9532931	PRJNA747871:OID55_41400	PRJNA747871:OID55_41405	4	right	CP108990_linear_right	H	9	90	77.8	+	0	0	45MD44MI	CP107730_linear_left	77
NBC_00715	CP108990	['Streptomyces sp. NBC 00715']	chromosome	9532931	PRJNA747871:OID55_00090	PRJNA747871:OID55_00085	4	left	CP108990_linear_left	H	9	90	77.8	+	0	0	45MD44MI	CP107730_linear_left	77
NBC_00722	CP108989	['Streptomyces lydicus']	chromosome	8362496	PRJNA747871:OHA45_35980	PRJNA747871:OHA45_35985	8	right	CP108989_linear_right	H	396	90	98.9	+	0	0	90M	CP108368_linear_left	7
NBC_01015	CP108684	['Streptomyces decoyicus']	chromosome	9230757	PRJNA747871:OG532_38570	PRJNA747871:OG532_38575	9	right	CP108684_linear_right	H	50	90	82.2	+	0	0	74M3D13M3I	CP107780_linear_left	43
