contig_name	strain_name	taxon	rep_type
CP108783	['NBC_00889']	['Kribbella sp. NBC 00889']	chromosome
CP108781	['NBC_00890']	['Streptomyces sp. NBC_00890']	chromosome
CP108782	['NBC_00890']	['Streptomyces sp. NBC_00890']	plasmid
CP108779	['NBC_00891']	['Streptomyces sp. NBC 00891']	chromosome
CP108780	['NBC_00891']	['Streptomyces sp. NBC 00891']	plasmid
CP108776	['NBC_00896']	['Embleya sp. NBC 00896']	chromosome
CP108777	['NBC_00896']	['Embleya sp. NBC 00896']	plasmid
CP108778	['NBC_00896']	['Embleya sp. NBC 00896']	plasmid
CP108775	['NBC_00898']	['Micromonospora sp. NBC 00898']	chromosome
CP108773	['NBC_00899']	['Streptomyces sp. NBC 00899']	chromosome
CP108774	['NBC_00899']	['Streptomyces sp. NBC 00899']	extrachromosomal
CP108768	['NBC_00909']	['Streptomyces goshikiensis']	chromosome
CP108769	['NBC_00909']	['Streptomyces goshikiensis']	plasmid
CP108770	['NBC_00909']	['Streptomyces goshikiensis']	plasmid
CP108771	['NBC_00909']	['Streptomyces goshikiensis']	plasmid
CP108772	['NBC_00909']	['Streptomyces goshikiensis']	plasmid
CP108765	['NBC_00932']	['Streptomyces sp. NBC_00932']	chromosome
CP108745	['NBC_00963']	['Streptomyces sp. NBC_00963']	chromosome
CP108746	['NBC_00963']	['Streptomyces sp. NBC_00963']	plasmid
CP108743	['NBC_00972']	['Streptomyces halstedii']	chromosome
CP108741	['NBC_00974']	['Streptomyces sp. NBC_00974']	chromosome
CP108742	['NBC_00974']	['Streptomyces sp. NBC_00974']	extrachromosomal
CP108737	['NBC_00975']	['Streptomyces tubercidicus']	chromosome
CP108738	['NBC_00975']	['Streptomyces tubercidicus']	plasmid
CP108739	['NBC_00975']	['Streptomyces tubercidicus']	extrachromosomal
CP108740	['NBC_00975']	['Streptomyces tubercidicus']	extrachromosomal
CP108734	['NBC_00984']	['Streptomyces sp. NBC_00984']	chromosome
CP108735	['NBC_00984']	['Streptomyces sp. NBC_00984']	plasmid
CP108736	['NBC_00984']	['Streptomyces sp. NBC_00984']	plasmid
CP108733	['NBC_00986']	['Streptomyces sp. NBC_00986']	chromosome
CP108731	['NBC_00987']	['Streptomyces sp. NBC_00987']	chromosome
CP108732	['NBC_00987']	['Streptomyces sp. NBC_00987']	plasmid
CP108730	['NBC_00988']	['Streptomyces sp. NBC_00988']	chromosome
CP108728	['NBC_00989']	['Streptomyces sp. NBC_00989']	chromosome
CP108729	['NBC_00989']	['Streptomyces sp. NBC_00989']	plasmid
CP108726	['NBC_00990']	['Streptomyces anulatus']	chromosome
CP108727	['NBC_00990']	['Streptomyces anulatus']	plasmid
CP108724	['NBC_00995']	['Streptomyces sp. NBC_00995']	chromosome
CP108725	['NBC_00995']	['Streptomyces sp. NBC_00995']	extrachromosomal
CP108723	['NBC_00996']	['Streptomyces sp. NBC_00996']	chromosome
CP108720	['NBC_00998']	['Streptomyces sp. NBC_00998']	chromosome
CP108721	['NBC_00998']	['Streptomyces sp. NBC_00998']	plasmid
CP108722	['NBC_00998']	['Streptomyces sp. NBC_00998']	extrachromosomal
CP108718	['NBC_00999']	['Streptomyces platensis']	chromosome
CP108719	['NBC_00999']	['Streptomyces platensis']	plasmid
CP108711	['NBC_01001']	['Streptomyces sp. NBC_01001']	chromosome
CP108712	['NBC_01001']	['Streptomyces sp. NBC_01001']	plasmid
CP108713	['NBC_01001']	['Streptomyces sp. NBC_01001']	plasmid
CP108714	['NBC_01001']	['Streptomyces sp. NBC_01001']	plasmid
CP108715	['NBC_01001']	['Streptomyces sp. NBC_01001']	extrachromosomal
CP108716	['NBC_01001']	['Streptomyces sp. NBC_01001']	plasmid
CP108717	['NBC_01001']	['Streptomyces sp. NBC_01001']	extrachromosomal
CP108709	['NBC_01002']	['Streptomyces canus']	chromosome
CP108710	['NBC_01002']	['Streptomyces canus']	plasmid
CP108707	['NBC_01003']	['Streptomyces sp. NBC_01003']	chromosome
CP108708	['NBC_01003']	['Streptomyces sp. NBC_01003']	plasmid
CP109059	['NBC_01004']	['Streptomyces globisporus']	chromosome
CP109060	['NBC_01004']	['Streptomyces globisporus']	plasmid
CP108703	['NBC_01005']	['Streptomyces sp. NBC_01005']	chromosome
CP108704	['NBC_01005']	['Streptomyces sp. NBC_01005']	plasmid
CP108705	['NBC_01005']	['Streptomyces sp. NBC_01005']	plasmid
CP108706	['NBC_01005']	['Streptomyces sp. NBC_01005']	plasmid
CP108700	['NBC_01006']	['Streptomyces sp. NBC_01006']	chromosome
CP108701	['NBC_01006']	['Streptomyces sp. NBC_01006']	plasmid
CP108702	['NBC_01006']	['Streptomyces sp. NBC_01006']	plasmid
CP108696	['NBC_01007']	['Streptomyces sp. NBC 01007']	chromosome
CP108697	['NBC_01007']	['Streptomyces sp. NBC 01007']	plasmid
CP108698	['NBC_01007']	['Streptomyces sp. NBC 01007']	extrachromosomal
CP108699	['NBC_01007']	['Streptomyces sp. NBC 01007']	extrachromosomal
CP108695	['NBC_01009']	['Nocardia sp. NBC 01009']	chromosome
CP108692	['NBC_01010']	['Streptomyces anulatus']	chromosome
CP108693	['NBC_01010']	['Streptomyces anulatus']	plasmid
CP108694	['NBC_01010']	['Streptomyces anulatus']	plasmid
CP108690	['NBC_01011']	['Streptomyces phaeochromogenes']	chromosome
CP108691	['NBC_01011']	['Streptomyces phaeochromogenes']	plasmid
CP108688	['NBC_01012']	['Streptomyces sp. NBC_01012']	chromosome
CP108689	['NBC_01012']	['Streptomyces sp. NBC_01012']	plasmid
CP108687	['NBC_01013']	['Streptomyces sp. NBC_01013']	chromosome
CP108685	['NBC_01014']	['Streptomyces sp. NBC_01014']	chromosome
CP108686	['NBC_01014']	['Streptomyces sp. NBC_01014']	plasmid
CP108684	['NBC_01015']	['Streptomyces decoyicus']	chromosome
CP108683	['NBC_01017']	['Streptomyces sp. NBC_01017']	chromosome
CP108682	['NBC_01018']	['Streptomyces fimicarius']	chromosome
CP108681	['NBC_01020']	['Streptomyces sp. NBC_01020']	chromosome
CP108676	['NBC_01021']	['Streptomyces prunicolor']	chromosome
CP108674	['NBC_01022']	['Streptomyces sp. NBC_01022']	chromosome
CP108675	['NBC_01022']	['Streptomyces sp. NBC_01022']	plasmid
CP108671	['NBC_01023']	['Streptomyces sp. NBC_01023']	chromosome
CP108672	['NBC_01023']	['Streptomyces sp. NBC_01023']	plasmid
CP108673	['NBC_01023']	['Streptomyces sp. NBC_01023']	plasmid
CP108670	['NBC_01069']	['Streptomyces anulatus']	chromosome
CP108669	['NBC_01077']	['Streptomyces sp. NBC_01077']	chromosome
CP108664	['NBC_01078']	['Streptomyces globisporus']	chromosome
CP108665	['NBC_01078']	['Streptomyces globisporus']	plasmid
CP108666	['NBC_01078']	['Streptomyces globisporus']	plasmid
CP108667	['NBC_01078']	['Streptomyces globisporus']	plasmid
CP108668	['NBC_01078']	['Streptomyces globisporus']	plasmid
CP108661	['NBC_01080']	['Streptomyces anulatus']	chromosome
CP108662	['NBC_01080']	['Streptomyces anulatus']	plasmid
CP108663	['NBC_01080']	['Streptomyces anulatus']	extrachromosomal
CP108660	['NBC_01089']	['Streptomyces sp. NBC_01089']	chromosome
CP108659	['NBC_01092']	['Streptomyces sp. NBC_01092']	chromosome
CP108654	['NBC_01102']	['Streptomyces sp. NBC_01102']	chromosome
CP108655	['NBC_01102']	['Streptomyces sp. NBC_01102']	plasmid
CP108656	['NBC_01102']	['Streptomyces sp. NBC_01102']	plasmid
CP108657	['NBC_01102']	['Streptomyces sp. NBC_01102']	plasmid
CP108658	['NBC_01102']	['Streptomyces sp. NBC_01102']	plasmid
CP108653	['NBC_01103']	['Streptomyces gougerotii']	chromosome
CP108652	['NBC_01104']	['Streptomyces sp. NBC_01104']	chromosome
CP108651	['NBC_01106']	['Streptomyces anulatus']	chromosome
CP108649	['NBC_01108']	['Streptomyces sp. NBC_01108']	chromosome
CP108650	['NBC_01108']	['Streptomyces sp. NBC_01108']	plasmid
CP108647	['NBC_01110']	['Streptomyces albidoflavus']	chromosome
CP108648	['NBC_01110']	['Streptomyces albidoflavus']	plasmid
CP108644	['NBC_01116']	['Streptomyces sp. NBC_01116']	chromosome
CP108645	['NBC_01116']	['Streptomyces sp. NBC_01116']	plasmid
CP108646	['NBC_01116']	['Streptomyces sp. NBC_01116']	extrachromosomal
CP108643	['NBC_01124']	['Streptomyces sp. NBC_01124']	chromosome
CP108642	['NBC_01127']	['Streptomyces erythrochromogenes']	chromosome
CP108640	['NBC_01134']	['Streptomyces anulatus']	chromosome
CP108641	['NBC_01134']	['Streptomyces anulatus']	plasmid
CP108638	['NBC_01135']	['Streptomyces uncialis']	chromosome
CP108639	['NBC_01135']	['Streptomyces uncialis']	plasmid
CP108632	['NBC_01136']	['Streptomyces sp. NBC_01136']	chromosome
CP108633	['NBC_01136']	['Streptomyces sp. NBC_01136']	plasmid
CP108634	['NBC_01136']	['Streptomyces sp. NBC_01136']	plasmid
CP108635	['NBC_01136']	['Streptomyces sp. NBC_01136']	plasmid
CP108636	['NBC_01136']	['Streptomyces sp. NBC_01136']	plasmid
CP108637	['NBC_01136']	['Streptomyces sp. NBC_01136']	plasmid
CP108627	['NBC_01137']	['Streptomyces xanthophaeus']	chromosome
CP108628	['NBC_01137']	['Streptomyces xanthophaeus']	plasmid
CP108629	['NBC_01137']	['Streptomyces xanthophaeus']	plasmid
CP108630	['NBC_01137']	['Streptomyces xanthophaeus']	plasmid
CP108631	['NBC_01137']	['Streptomyces xanthophaeus']	plasmid
CP108625	['NBC_01139']	['Streptomyces rubiginosohelvolus']	chromosome
CP108626	['NBC_01139']	['Streptomyces rubiginosohelvolus']	plasmid
CP108621	['NBC_01147']	['Streptomyces xanthophaeus']	chromosome
CP108622	['NBC_01147']	['Streptomyces xanthophaeus']	plasmid
CP108623	['NBC_01147']	['Streptomyces xanthophaeus']	plasmid
CP108624	['NBC_01147']	['Streptomyces xanthophaeus']	plasmid
CP108616	['NBC_01157']	['Streptomyces avidinii']	chromosome
CP108617	['NBC_01157']	['Streptomyces avidinii']	plasmid
CP108618	['NBC_01157']	['Streptomyces avidinii']	plasmid
CP108619	['NBC_01157']	['Streptomyces avidinii']	plasmid
CP108620	['NBC_01157']	['Streptomyces avidinii']	plasmid
CP108613	['NBC_01166']	['Streptomyces sp. NBC_01166']	chromosome
CP108614	['NBC_01166']	['Streptomyces sp. NBC_01166']	plasmid
CP108615	['NBC_01166']	['Streptomyces sp. NBC_01166']	plasmid
CP108612	['NBC_01167']	['Streptomyces sp. NBC_01167']	chromosome
CP108611	['NBC_01168']	['Streptomyces microflavus']	chromosome
CP108610	['NBC_01170']	['Streptomyces albidoflavus']	chromosome
CP108609	['NBC_01171']	['Streptomyces sp. NBC_01171']	chromosome
CP108605	['NBC_01174']	['Streptomyces sp. NBC_01174']	chromosome
CP108606	['NBC_01174']	['Streptomyces sp. NBC_01174']	plasmid
CP108607	['NBC_01174']	['Streptomyces sp. NBC_01174']	plasmid
CP108608	['NBC_01174']	['Streptomyces sp. NBC_01174']	plasmid
CP108602	['NBC_01175']	['Streptomyces sp. NBC_01175']	chromosome
CP108603	['NBC_01175']	['Streptomyces sp. NBC_01175']	plasmid
CP108604	['NBC_01175']	['Streptomyces sp. NBC_01175']	extrachromosomal
CP108600	['NBC_01176']	['Streptomyces sp. NBC_01176']	chromosome
CP108601	['NBC_01176']	['Streptomyces sp. NBC_01176']	plasmid
CP108595	['NBC_01177']	['Streptomyces sp. NBC_01177']	chromosome
CP108596	['NBC_01177']	['Streptomyces sp. NBC_01177']	plasmid
CP108597	['NBC_01177']	['Streptomyces sp. NBC_01177']	extrachromosomal
CP108598	['NBC_01177']	['Streptomyces sp. NBC_01177']	extrachromosomal
CP108599	['NBC_01177']	['Streptomyces sp. NBC_01177']	extrachromosomal
CP108592	['NBC_01178']	['Streptomyces sp. NBC_01178']	chromosome
CP108593	['NBC_01178']	['Streptomyces sp. NBC_01178']	plasmid
CP108594	['NBC_01178']	['Streptomyces sp. NBC_01178']	plasmid
CP108591	['NBC_01180']	['Streptomyces sp. NBC_01180']	chromosome
CP108589	['NBC_01183']	['Streptomyces phaeochromogenes']	chromosome
CP108590	['NBC_01183']	['Streptomyces phaeochromogenes']	plasmid
CP108588	['NBC_01184']	['Streptomyces microflavus']	chromosome
CP108587	['NBC_01185']	['Streptomyces sp. NBC_01185']	chromosome
CP108585	['NBC_01186']	['Streptomyces sp. NBC_01186']	chromosome
CP108586	['NBC_01186']	['Streptomyces sp. NBC_01186']	plasmid
CP108582	['NBC_01187']	['Streptomyces sp. NBC_01187']	chromosome
CP108583	['NBC_01187']	['Streptomyces sp. NBC_01187']	plasmid
CP108584	['NBC_01187']	['Streptomyces sp. NBC_01187']	plasmid
CP108581	['NBC_01189']	['Microbispora sp. NBC_01189']	chromosome
CP108580	['NBC_01190']	['Streptomyces sp. NBC_01190']	chromosome
CP108577	['NBC_01191']	['Streptomyces goshikiensis']	chromosome
CP108578	['NBC_01191']	['Streptomyces goshikiensis']	plasmid
CP108579	['NBC_01191']	['Streptomyces goshikiensis']	plasmid
CP108575	['NBC_01194']	['Streptomyces microflavus']	chromosome
CP108576	['NBC_01194']	['Streptomyces microflavus']	plasmid
CP108573	['NBC_01195']	['Streptomyces erythrochromogenes']	chromosome
CP108574	['NBC_01195']	['Streptomyces erythrochromogenes']	plasmid
CP108571	['NBC_01196']	['Streptomyces anulatus']	chromosome
CP108572	['NBC_01196']	['Streptomyces anulatus']	plasmid
CP108569	['NBC_01197']	['Streptomyces sp. NBC_01197']	chromosome
CP108570	['NBC_01197']	['Streptomyces sp. NBC_01197']	plasmid
CP108568	['NBC_01198']	['Streptomyces sp. NBC_01198']	chromosome
CP108567	['NBC_01199']	['Micromonospora ureilytica']	chromosome
CP108565	['NBC_01201']	['Streptomyces sp. NBC_01201']	chromosome
CP108566	['NBC_01201']	['Streptomyces sp. NBC_01201']	plasmid
CP108562	['NBC_01202']	['Kitasatospora purpeofusca']	chromosome
CP108563	['NBC_01202']	['Kitasatospora purpeofusca']	plasmid
CP108564	['NBC_01202']	['Kitasatospora purpeofusca']	plasmid
CP108561	['NBC_01203']	['Kitasatospora purpeofusca']	chromosome
CP108557	['NBC_01205']	['Streptomyces sp. NBC_01205']	chromosome
CP108558	['NBC_01205']	['Streptomyces sp. NBC_01205']	plasmid
CP108559	['NBC_01205']	['Streptomyces sp. NBC_01205']	plasmid
CP108560	['NBC_01205']	['Streptomyces sp. NBC_01205']	plasmid
CP108554	['NBC_01207']	['Streptomyces sp. NBC_01207']	chromosome
CP108555	['NBC_01207']	['Streptomyces sp. NBC_01207']	plasmid
CP108556	['NBC_01207']	['Streptomyces sp. NBC_01207']	plasmid
CP108551	['NBC_01208']	['Streptomyces sp. NBC_01208']	chromosome
CP108552	['NBC_01208']	['Streptomyces sp. NBC_01208']	plasmid
CP108553	['NBC_01208']	['Streptomyces sp. NBC_01208']	plasmid
CP108549	['NBC_01210']	['Streptomyces sp. NBC_01210']	chromosome
CP108550	['NBC_01210']	['Streptomyces sp. NBC_01210']	plasmid
CP108546	['NBC_01211']	['Streptomyces globisporus']	chromosome
CP108547	['NBC_01211']	['Streptomyces globisporus']	plasmid
CP108548	['NBC_01211']	['Streptomyces globisporus']	plasmid
CP108545	['NBC_01212']	['Streptomyces sp. NBC_01212']	chromosome
CP108541	['NBC_01213']	['Streptomyces sp. NBC_01213']	chromosome
CP108542	['NBC_01213']	['Streptomyces sp. NBC_01213']	plasmid
CP108543	['NBC_01213']	['Streptomyces sp. NBC_01213']	plasmid
CP108544	['NBC_01213']	['Streptomyces sp. NBC_01213']	extrachromosomal
CP108540	['NBC_01215']	['Streptomyces xinghaiensis']	chromosome
CP108677	['NBC_01216']	['Streptomyces sp. NBC_01216']	chromosome
CP108678	['NBC_01216']	['Streptomyces sp. NBC_01216']	plasmid
CP108679	['NBC_01216']	['Streptomyces sp. NBC_01216']	plasmid
CP108680	['NBC_01216']	['Streptomyces sp. NBC_01216']	plasmid
CP108538	['NBC_01217']	['Streptomyces sp. NBC_01217']	chromosome
CP108539	['NBC_01217']	['Streptomyces sp. NBC_01217']	plasmid
CP108536	['NBC_01218']	['Streptomyces sp. NBC_01218']	chromosome
CP108537	['NBC_01218']	['Streptomyces sp. NBC_01218']	plasmid
CP108531	['NBC_01220']	['Streptomyces sp. NBC_01220']	chromosome
CP108532	['NBC_01220']	['Streptomyces sp. NBC_01220']	plasmid
CP108533	['NBC_01220']	['Streptomyces sp. NBC_01220']	plasmid
CP108534	['NBC_01220']	['Streptomyces sp. NBC_01220']	plasmid
CP108535	['NBC_01220']	['Streptomyces sp. NBC_01220']	extrachromosomal
CP108529	['NBC_01224']	['Streptomyces sp. NBC_01224']	chromosome
CP108530	['NBC_01224']	['Streptomyces sp. NBC_01224']	plasmid
CP108528	['NBC_01227']	['Kocuria rhizophila']	chromosome
CP108524	['NBC_01228']	['Streptomyces zaomyceticus']	chromosome
CP108525	['NBC_01228']	['Streptomyces zaomyceticus']	plasmid
CP108526	['NBC_01228']	['Streptomyces zaomyceticus']	plasmid
CP108527	['NBC_01228']	['Streptomyces zaomyceticus']	plasmid
CP108522	['NBC_01230']	['Streptomyces sp. NBC_01230']	chromosome
CP108523	['NBC_01230']	['Streptomyces sp. NBC_01230']	plasmid
CP108521	['NBC_01231']	['Streptomyces sp. NBC_01231']	chromosome
CP108518	['NBC_01232']	['Streptomyces sp. NBC_01232']	chromosome
CP108519	['NBC_01232']	['Streptomyces sp. NBC_01232']	plasmid
CP108520	['NBC_01232']	['Streptomyces sp. NBC_01232']	plasmid
CP108514	['NBC_01233']	['Streptomyces sp. NBC_01233']	chromosome
CP108515	['NBC_01233']	['Streptomyces sp. NBC_01233']	plasmid
CP108516	['NBC_01233']	['Streptomyces sp. NBC_01233']	plasmid
CP108517	['NBC_01233']	['Streptomyces sp. NBC_01233']	plasmid
CP108513	['NBC_01235']	['Streptomyces sp. NBC_01235']	chromosome
CP108512	['NBC_01236']	['Streptomyces sp. NBC_01236']	chromosome
CP108508	['NBC_01237']	['Streptomyces sp. NBC_01237']	chromosome
CP108509	['NBC_01237']	['Streptomyces sp. NBC_01237']	plasmid
CP108510	['NBC_01237']	['Streptomyces sp. NBC_01237']	plasmid
CP108511	['NBC_01237']	['Streptomyces sp. NBC_01237']	plasmid
CP108501	['NBC_01238']	['Streptomyces sp. NBC_01238']	chromosome
CP108502	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108503	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108504	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108505	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108506	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108507	['NBC_01238']	['Streptomyces sp. NBC_01238']	extrachromosomal
CP130722	['NBC_01238']	['Streptomyces sp. NBC_01238']	chromosome
CP130723	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP130724	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP130725	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP130726	['NBC_01238']	['Streptomyces sp. NBC_01238']	plasmid
CP108497	['NBC_01240']	['Streptomyces sp. NBC_01240']	chromosome
CP108498	['NBC_01240']	['Streptomyces sp. NBC_01240']	plasmid
CP108499	['NBC_01240']	['Streptomyces sp. NBC_01240']	plasmid
CP108500	['NBC_01240']	['Streptomyces sp. NBC_01240']	plasmid
CP108494	['NBC_01241']	['Streptomyces sp. NBC_01241']	chromosome
CP108495	['NBC_01241']	['Streptomyces sp. NBC_01241']	plasmid
CP108496	['NBC_01241']	['Streptomyces sp. NBC_01241']	extrachromosomal
CP108491	['NBC_01243']	['Streptomyces sp. NBC_01243']	chromosome
CP108492	['NBC_01243']	['Streptomyces sp. NBC_01243']	plasmid
CP108493	['NBC_01243']	['Streptomyces sp. NBC_01243']	plasmid
CP108488	['NBC_01244']	['Streptomyces sp. NBC_01244']	chromosome
CP108489	['NBC_01244']	['Streptomyces sp. NBC_01244']	plasmid
CP108490	['NBC_01244']	['Streptomyces sp. NBC_01244']	plasmid
CP108487	['NBC_01245']	['Kribbella sp. NBC_01245']	chromosome
CP108484	['NBC_01246']	['Kitasatospora sp. NBC_01246']	chromosome
CP108485	['NBC_01246']	['Kitasatospora sp. NBC_01246']	plasmid
CP108486	['NBC_01246']	['Kitasatospora sp. NBC_01246']	plasmid
CP108482	['NBC_01247']	['Kitasatospora herbaricolor']	chromosome
CP108483	['NBC_01247']	['Kitasatospora herbaricolor']	plasmid
CP108477	['NBC_01248']	['Streptomyces mirabilis']	chromosome
CP108478	['NBC_01248']	['Streptomyces mirabilis']	plasmid
CP108479	['NBC_01248']	['Streptomyces mirabilis']	extrachromosomal
CP108480	['NBC_01248']	['Streptomyces mirabilis']	extrachromosomal
CP108481	['NBC_01248']	['Streptomyces mirabilis']	plasmid
CP108476	['NBC_01250']	['Kitasatospora sp. NBC_01250']	chromosome
CP108474	['NBC_01255']	['Streptomyces sp. NBC_01255']	chromosome
CP108475	['NBC_01255']	['Streptomyces sp. NBC_01255']	plasmid
CP108473	['NBC_01256']	['Streptomyces caniferus']	chromosome
CP108472	['NBC_01257']	['Streptomyces sp. NBC_01257']	chromosome
CP108467	['NBC_01259']	['Streptomyces sp. NBC_01259']	chromosome
CP108468	['NBC_01259']	['Streptomyces sp. NBC_01259']	plasmid
CP108469	['NBC_01259']	['Streptomyces sp. NBC_01259']	plasmid
CP108470	['NBC_01259']	['Streptomyces sp. NBC_01259']	plasmid
CP108471	['NBC_01259']	['Streptomyces sp. NBC_01259']	extrachromosomal
CP108464	['NBC_01260']	['Streptomyces sp. NBC_01260']	chromosome
CP108465	['NBC_01260']	['Streptomyces sp. NBC_01260']	plasmid
CP108466	['NBC_01260']	['Streptomyces sp. NBC_01260']	plasmid
CP108463	['NBC_01261']	['Streptomyces sp. NBC_01261']	chromosome
CP108462	['NBC_01262']	['Streptomyces sp. NBC_01262']	chromosome
CP108460	['NBC_01265']	['Kitasatospora herbaricolor']	chromosome
CP108461	['NBC_01265']	['Kitasatospora herbaricolor']	plasmid
CP108458	['NBC_01266']	['Kitasatospora sp. NBC_01266']	chromosome
CP108459	['NBC_01266']	['Kitasatospora sp. NBC_01266']	plasmid
CP108455	['NBC_01267']	['Streptomyces sp. NBC_01267']	chromosome
CP108456	['NBC_01267']	['Streptomyces sp. NBC_01267']	plasmid
CP108457	['NBC_01267']	['Streptomyces sp. NBC_01267']	plasmid
CP108454	['NBC_01268']	['Streptomyces sp. NBC_01268']	chromosome
CP108452	['NBC_01269']	['[Kitasatospora] papulosa']	chromosome
CP108453	['NBC_01269']	['[Kitasatospora] papulosa']	plasmid
CP108451	['NBC_01270']	['Streptomyces albidoflavus']	chromosome
CP108450	['NBC_01271']	['Streptomyces albidoflavus']	chromosome
CP108447	['NBC_01274']	['Streptomyces albidoflavus']	chromosome
CP108448	['NBC_01274']	['Streptomyces albidoflavus']	extrachromosomal
CP108449	['NBC_01274']	['Streptomyces albidoflavus']	extrachromosomal
CP108442	['NBC_01276']	['Streptomyces sp. NBC_01276']	chromosome
CP108443	['NBC_01276']	['Streptomyces sp. NBC_01276']	plasmid
CP108444	['NBC_01276']	['Streptomyces sp. NBC_01276']	plasmid
CP108445	['NBC_01276']	['Streptomyces sp. NBC_01276']	plasmid
CP108446	['NBC_01276']	['Streptomyces sp. NBC_01276']	extrachromosomal
CP108439	['NBC_01278']	['Streptomyces sp. NBC_01278']	chromosome
CP108440	['NBC_01278']	['Streptomyces sp. NBC_01278']	plasmid
CP108441	['NBC_01278']	['Streptomyces sp. NBC_01278']	plasmid
CP108438	['NBC_01280']	['Streptomyces sp. NBC_01280']	chromosome
CP108435	['NBC_01281']	['Streptomyces sp. NBC_01281']	chromosome
CP108436	['NBC_01281']	['Streptomyces sp. NBC_01281']	plasmid
CP108437	['NBC_01281']	['Streptomyces sp. NBC_01281']	plasmid
CP108430	['NBC_01283']	['Streptomyces sp. NBC_01283']	chromosome
CP108431	['NBC_01283']	['Streptomyces sp. NBC_01283']	extrachromosomal
CP108432	['NBC_01283']	['Streptomyces sp. NBC_01283']	extrachromosomal
CP108433	['NBC_01283']	['Streptomyces sp. NBC_01283']	extrachromosomal
CP108434	['NBC_01283']	['Streptomyces sp. NBC_01283']	extrachromosomal
CP108428	['NBC_01286']	['Amycolatopsis sp. NBC_01286']	chromosome
CP108429	['NBC_01286']	['Amycolatopsis sp. NBC_01286']	plasmid
CP108427	['NBC_01288']	['Streptomyces sp. NBC_01288']	chromosome
CP108426	['NBC_01289']	['Micromonospora zamorensis']	chromosome
CP108425	['NBC_01290']	['Micromonospora maris']	chromosome
CP108423	['NBC_01294']	['Streptomyces sp. NBC_01294']	chromosome
CP108424	['NBC_01294']	['Streptomyces sp. NBC_01294']	plasmid
CP108422	['NBC_01295']	['[Kitasatospora] papulosa']	chromosome
CP130720	['NBC_01296']	['Streptomyces sp. NBC_01296']	chromosome
CP130721	['NBC_01296']	['Streptomyces sp. NBC_01296']	plasmid
CP108420	['NBC_01296']	['Streptomyces sp. NBC_01296']	chromosome
CP108421	['NBC_01296']	['Streptomyces sp. NBC_01296']	plasmid
CP108419	['NBC_01297']	['Streptomyces tubercidicus']	chromosome
CP108414	['NBC_01298']	['Streptomyces sp. NBC_01298']	chromosome
CP108415	['NBC_01298']	['Streptomyces sp. NBC_01298']	plasmid
CP108416	['NBC_01298']	['Streptomyces sp. NBC_01298']	plasmid
CP108417	['NBC_01298']	['Streptomyces sp. NBC_01298']	plasmid
CP108418	['NBC_01298']	['Streptomyces sp. NBC_01298']	plasmid
CP108413	['NBC_01299']	['Streptomyces celluloflavus']	chromosome
CP108408	['NBC_01300']	['Kitasatospora sp. NBC_01300']	chromosome
CP108409	['NBC_01300']	['Kitasatospora sp. NBC_01300']	plasmid
CP108410	['NBC_01300']	['Kitasatospora sp. NBC_01300']	plasmid
CP108411	['NBC_01300']	['Kitasatospora sp. NBC_01300']	plasmid
CP108412	['NBC_01300']	['Kitasatospora sp. NBC_01300']	extrachromosomal
CP108404	['NBC_01302']	['Kitasatospora sp. NBC_01302']	chromosome
CP108405	['NBC_01302']	['Kitasatospora sp. NBC_01302']	plasmid
CP108406	['NBC_01302']	['Kitasatospora sp. NBC_01302']	plasmid
CP108407	['NBC_01302']	['Kitasatospora sp. NBC_01302']	plasmid
CP109055	['NBC_01304']	['Streptomyces sp. NBC_01304']	chromosome
CP109056	['NBC_01304']	['Streptomyces sp. NBC_01304']	plasmid
CP109057	['NBC_01304']	['Streptomyces sp. NBC_01304']	plasmid
CP109058	['NBC_01304']	['Streptomyces sp. NBC_01304']	plasmid
CP108403	['NBC_01307']	['Amycolatopsis sp. NBC_01307']	chromosome
CP108400	['NBC_01309']	['Streptomycetaceae']	chromosome
CP108401	['NBC_01309']	['Streptomycetaceae']	plasmid
CP108402	['NBC_01309']	['Streptomycetaceae']	plasmid
CP108396	['NBC_01310']	['Streptomyces sp. NBC_01310']	chromosome
CP108397	['NBC_01310']	['Streptomyces sp. NBC_01310']	plasmid
CP108398	['NBC_01310']	['Streptomyces sp. NBC_01310']	plasmid
CP108399	['NBC_01310']	['Streptomyces sp. NBC_01310']	plasmid
CP108394	['NBC_01314']	['Streptomyces sp. NBC_01314']	chromosome
CP108395	['NBC_01314']	['Streptomyces sp. NBC_01314']	extrachromosomal
CP108393	['NBC_01317']	['Streptomyces sp. NBC_01317']	chromosome
CP108392	['NBC_01318']	['Streptomyces sp. NBC_01318']	chromosome
CP108390	['NBC_01320']	['Streptomyces sp. NBC_01320']	chromosome
